transaction_id,timestamp,account_id,transaction_type,channel,typical_daily_transactions,amount,counterparty_id,status
TXN_0076304,2026-09-17 03:03:39,NDM_002250,P2P_TRANSFER,USSD,5,713.69,CP_005686,REVERSED
TXN_0013060,2026-09-17 08:39:04,NDM_002250,MERCHANT_PAYMENT,Web,5,109.75,CP_008803,FAILED
TXN_0004492,2026-09-20 13:02:29,NDM_002250,P2P_TRANSFER,USSD,5,144.37,CP_005329,COMPLETED
TXN_0096663,2026-09-27 11:59:03,NDM_002250,P2P_TRANSFER,USSD,5,159.65,CP_009711,COMPLETED
TXN_0031075,2026-09-28 13:18:53,NDM_002250,P2P_TRANSFER,USSD,5,284.86,CP_007139,COMPLETED
TXN_0028264,2026-09-30 10:48:45,NDM_002250,P2P_TRANSFER,Web,5,225.89,CP_002219,COMPLETED
TXN_0062424,2026-09-01 16:39:27,NDM_002251,BANK_TRANSFER,USSD,6,1903.83,CP_001143,COMPLETED
TXN_0009020,2026-09-01 20:49:22,NDM_002251,P2P_TRANSFER,USSD,6,509.31,CP_004586,COMPLETED
TXN_0013367,2026-09-02 06:49:27,NDM_002251,P2P_TRANSFER,Web,6,2967.11,CP_006083,COMPLETED
TXN_0054719,2026-09-03 07:04:04,NDM_002251,BANK_TRANSFER,Web,6,1788.84,CP_006518,COMPLETED
TXN_0094444,2026-09-05 00:46:46,NDM_002251,MERCHANT_PAYMENT,USSD,6,2041.58,CP_005393,COMPLETED
TXN_0010169,2026-09-07 12:19:36,NDM_002251,MERCHANT_PAYMENT,USSD,6,2185.32,CP_001829,COMPLETED
TXN_0014312,2026-09-09 14:26:22,NDM_002251,AIRTIME_PURCHASE,USSD,6,1725.25,CP_003050,COMPLETED
TXN_0024376,2026-09-10 01:22:12,NDM_002251,MERCHANT_PAYMENT,Web,6,5930.48,CP_006777,COMPLETED
TXN_0033544,2026-09-11 13:27:04,NDM_002251,MERCHANT_PAYMENT,USSD,6,6145.31,CP_007427,COMPLETED
TXN_0097072,2026-09-11 15:21:22,NDM_002251,P2P_TRANSFER,Web,6,5824.64,CP_005122,COMPLETED
TXN_0092016,2026-09-11 20:13:16,NDM_002251,BILL_PAYMENT,Mobile_App,6,5293.09,CP_002696,COMPLETED
TXN_0017216,2026-09-12 08:12:00,NDM_002251,BILL_PAYMENT,USSD,6,750.4,CP_008386,COMPLETED
TXN_0064090,2026-09-14 08:50:04,NDM_002251,BILL_PAYMENT,Mobile_App,6,1474.66,CP_007737,COMPLETED
TXN_0079976,2026-09-18 04:22:48,NDM_002251,BANK_TRANSFER,USSD,6,4331.57,CP_004463,COMPLETED
TXN_0089903,2026-09-19 17:42:45,NDM_002251,MERCHANT_PAYMENT,USSD,6,2108.36,CP_009579,COMPLETED
TXN_0070273,2026-09-22 03:25:05,NDM_002251,MERCHANT_PAYMENT,Web,6,2353.11,CP_007764,COMPLETED
TXN_0072887,2026-09-22 19:17:00,NDM_002251,MERCHANT_PAYMENT,USSD,6,1710.29,CP_008264,COMPLETED
TXN_0008981,2026-09-22 21:11:23,NDM_002251,BILL_PAYMENT,USSD,6,937.07,CP_002713,FAILED
TXN_0064100,2026-09-24 06:31:25,NDM_002251,BILL_PAYMENT,USSD,6,999.15,CP_003217,COMPLETED
TXN_0097864,2026-09-24 14:54:19,NDM_002251,AIRTIME_PURCHASE,USSD,6,3200.09,CP_000748,COMPLETED
TXN_0033203,2026-09-25 19:36:57,NDM_002251,CASH_OUT,USSD,6,1858.29,CP_005979,COMPLETED
TXN_0002482,2026-09-28 13:11:26,NDM_002251,P2P_TRANSFER,Web,6,3367.6,CP_001846,COMPLETED
TXN_0011818,2026-09-29 15:00:55,NDM_002251,BANK_TRANSFER,Web,6,2208.4,CP_006941,FAILED
TXN_0001748,2026-09-06 05:15:43,NDM_002252,CASH_OUT,USSD,4,124.34,CP_001601,COMPLETED
TXN_0043189,2026-09-07 13:19:26,NDM_002252,P2P_TRANSFER,Web,4,220.68,CP_007010,COMPLETED
TXN_0087862,2026-09-08 07:23:12,NDM_002252,P2P_TRANSFER,USSD,4,133.02,CP_000489,COMPLETED
TXN_0042348,2026-09-08 10:56:51,NDM_002252,AIRTIME_PURCHASE,USSD,4,108.6,CP_000989,COMPLETED
TXN_0056808,2026-09-09 05:03:04,NDM_002252,MERCHANT_PAYMENT,Mobile_App,4,40.97,CP_008661,COMPLETED
TXN_0091791,2026-09-10 16:10:55,NDM_002252,P2P_TRANSFER,USSD,4,120.5,CP_008763,COMPLETED
TXN_0004445,2026-09-13 22:47:25,NDM_002252,P2P_TRANSFER,USSD,4,333.73,CP_003584,COMPLETED
TXN_0013305,2026-09-14 02:57:26,NDM_002252,MERCHANT_PAYMENT,USSD,4,122.07,CP_008782,COMPLETED
TXN_0076318,2026-09-16 17:24:47,NDM_002252,MERCHANT_PAYMENT,USSD,4,198.69,CP_003474,COMPLETED
TXN_0032347,2026-09-19 04:01:12,NDM_002252,BANK_TRANSFER,USSD,4,287.0,CP_003369,COMPLETED
TXN_0080101,2026-09-20 09:23:46,NDM_002252,BILL_PAYMENT,USSD,4,116.06,CP_008433,COMPLETED
TXN_0029644,2026-09-22 07:50:45,NDM_002252,P2P_TRANSFER,USSD,4,252.21,CP_007382,COMPLETED
TXN_0017257,2026-09-22 16:25:48,NDM_002252,MERCHANT_PAYMENT,USSD,4,166.23,CP_008258,COMPLETED
TXN_0071277,2026-09-23 14:47:53,NDM_002252,BILL_PAYMENT,USSD,4,146.5,CP_009566,COMPLETED
TXN_0044980,2026-09-23 22:35:54,NDM_002252,MERCHANT_PAYMENT,USSD,4,142.78,CP_002697,COMPLETED
TXN_0064491,2026-09-24 01:15:12,NDM_002252,MERCHANT_PAYMENT,Web,4,148.63,CP_006597,COMPLETED
TXN_0028070,2026-09-25 18:32:16,NDM_002252,P2P_TRANSFER,USSD,4,388.18,CP_000611,COMPLETED
TXN_0075966,2026-09-26 04:15:10,NDM_002252,MERCHANT_PAYMENT,USSD,4,224.82,CP_000596,COMPLETED
TXN_0036919,2026-09-30 01:32:38,NDM_002252,BILL_PAYMENT,Web,4,513.1,CP_004932,COMPLETED
TXN_0002405,2026-09-01 05:30:55,NDM_002253,AIRTIME_PURCHASE,USSD,2,215.43,CP_006250,COMPLETED
TXN_0007591,2026-09-04 14:34:46,NDM_002253,P2P_TRANSFER,USSD,2,215.83,CP_008582,COMPLETED
TXN_0079821,2026-09-05 16:31:27,NDM_002253,MERCHANT_PAYMENT,Web,2,449.31,CP_006576,COMPLETED
TXN_0021763,2026-09-07 08:50:16,NDM_002253,AIRTIME_PURCHASE,Mobile_App,2,662.03,CP_001036,COMPLETED
TXN_0003844,2026-09-09 11:16:48,NDM_002253,BILL_PAYMENT,USSD,2,1564.8,CP_009050,COMPLETED
TXN_0099805,2026-09-10 04:26:45,NDM_002253,MERCHANT_PAYMENT,USSD,2,644.15,CP_009000,COMPLETED
TXN_0056695,2026-09-10 05:57:58,NDM_002253,MERCHANT_PAYMENT,USSD,2,251.2,CP_007895,COMPLETED
TXN_0051584,2026-09-14 00:40:50,NDM_002253,MERCHANT_PAYMENT,Mobile_App,2,1394.1,CP_005216,COMPLETED
TXN_0012376,2026-09-14 02:28:58,NDM_002253,CASH_OUT,Mobile_App,2,466.29,CP_005001,COMPLETED
TXN_0097810,2026-09-14 05:26:52,NDM_002253,MERCHANT_PAYMENT,USSD,2,229.74,CP_004753,COMPLETED
TXN_0067729,2026-09-16 01:31:43,NDM_002253,BILL_PAYMENT,Web,2,442.12,CP_006577,COMPLETED
TXN_0050101,2026-09-16 02:08:25,NDM_002253,MERCHANT_PAYMENT,USSD,2,271.02,CP_000706,COMPLETED
TXN_0064707,2026-09-17 15:08:21,NDM_002253,AIRTIME_PURCHASE,Mobile_App,2,272.61,CP_008956,COMPLETED
TXN_0014513,2026-09-20 03:33:09,NDM_002253,AIRTIME_PURCHASE,Web,2,384.21,CP_005596,COMPLETED
TXN_0052201,2026-09-20 17:58:24,NDM_002253,P2P_TRANSFER,USSD,2,140.31,CP_004372,COMPLETED
TXN_0000203,2026-09-20 18:45:50,NDM_002253,MERCHANT_PAYMENT,USSD,2,583.66,CP_008528,COMPLETED
TXN_0084185,2026-09-21 06:52:25,NDM_002253,P2P_TRANSFER,USSD,2,562.39,CP_002125,COMPLETED
TXN_0004154,2026-09-22 20:33:46,NDM_002253,CASH_OUT,Mobile_App,2,546.74,CP_004969,COMPLETED
TXN_0094646,2026-09-23 05:22:37,NDM_002253,CASH_OUT,Mobile_App,2,476.95,CP_005837,COMPLETED
TXN_0088395,2026-09-24 14:42:10,NDM_002253,MERCHANT_PAYMENT,Web,2,409.69,CP_009992,COMPLETED
TXN_0015922,2026-09-27 00:39:02,NDM_002253,P2P_TRANSFER,USSD,2,262.67,CP_003760,COMPLETED
TXN_0009358,2026-09-28 10:30:14,NDM_002253,BILL_PAYMENT,USSD,2,557.44,CP_009224,COMPLETED
TXN_0068589,2026-09-29 11:33:43,NDM_002253,BILL_PAYMENT,USSD,2,282.51,CP_000244,COMPLETED
TXN_0072967,2026-09-30 17:26:58,NDM_002253,BILL_PAYMENT,Web,2,916.39,CP_005206,COMPLETED
TXN_0051984,2026-09-30 19:50:58,NDM_002253,BILL_PAYMENT,Web,2,969.72,CP_003824,COMPLETED
TXN_0046972,2026-09-01 05:19:49,NDM_002254,BILL_PAYMENT,USSD,7,167.84,CP_001889,COMPLETED
TXN_0082849,2026-09-02 22:32:37,NDM_002254,MERCHANT_PAYMENT,Web,7,397.42,CP_008243,COMPLETED
TXN_0023720,2026-09-03 14:38:12,NDM_002254,AIRTIME_PURCHASE,USSD,7,154.32,CP_008336,COMPLETED
TXN_0014625,2026-09-04 16:18:56,NDM_002254,BILL_PAYMENT,Mobile_App,7,292.77,CP_002261,COMPLETED
TXN_0038057,2026-09-05 00:17:33,NDM_002254,P2P_TRANSFER,Web,7,114.52,CP_005992,COMPLETED
TXN_0089530,2026-09-06 04:56:34,NDM_002254,P2P_TRANSFER,USSD,7,297.61,CP_002356,COMPLETED
TXN_0046821,2026-09-08 01:06:35,NDM_002254,BANK_TRANSFER,USSD,7,367.74,CP_001776,COMPLETED
TXN_0046957,2026-09-08 10:51:21,NDM_002254,MERCHANT_PAYMENT,USSD,7,534.72,CP_008973,COMPLETED
TXN_0030068,2026-09-13 07:42:19,NDM_002254,MERCHANT_PAYMENT,USSD,7,126.72,CP_004764,COMPLETED
TXN_0018642,2026-09-15 22:31:55,NDM_002254,BANK_TRANSFER,Web,7,77.23,CP_006276,COMPLETED
TXN_0093690,2026-09-18 20:04:33,NDM_002254,AIRTIME_PURCHASE,USSD,7,724.03,CP_000049,COMPLETED
TXN_0091071,2026-09-21 02:46:23,NDM_002254,BANK_TRANSFER,Web,7,178.3,CP_000309,COMPLETED
TXN_0025243,2026-09-24 04:50:52,NDM_002254,MERCHANT_PAYMENT,Web,7,536.64,CP_002399,COMPLETED
TXN_0006147,2026-09-25 23:53:27,NDM_002254,P2P_TRANSFER,Web,7,289.86,CP_007282,COMPLETED
TXN_0049395,2026-09-27 00:00:26,NDM_002254,MERCHANT_PAYMENT,USSD,7,144.41,CP_009793,COMPLETED
TXN_0063913,2026-09-27 12:27:34,NDM_002254,AIRTIME_PURCHASE,USSD,7,182.28,CP_002016,COMPLETED
TXN_0073401,2026-09-30 03:14:19,NDM_002254,P2P_TRANSFER,USSD,7,761.94,CP_009645,COMPLETED
TXN_0024518,2026-09-30 16:22:48,NDM_002254,P2P_TRANSFER,USSD,7,571.58,CP_002479,COMPLETED
TXN_0060869,2026-09-02 02:39:11,NDM_002255,MERCHANT_PAYMENT,USSD,4,248.83,CP_004017,COMPLETED
TXN_0022664,2026-09-02 10:37:54,NDM_002255,MERCHANT_PAYMENT,USSD,4,378.69,CP_005250,COMPLETED
TXN_0030241,2026-09-04 21:53:00,NDM_002255,BANK_TRANSFER,Mobile_App,4,667.11,CP_002643,COMPLETED
TXN_0013210,2026-09-05 11:38:01,NDM_002255,MERCHANT_PAYMENT,USSD,4,565.4,CP_002951,COMPLETED
TXN_0064712,2026-09-05 19:40:28,NDM_002255,MERCHANT_PAYMENT,Mobile_App,4,250.86,CP_003115,COMPLETED
TXN_0069889,2026-09-05 20:24:06,NDM_002255,P2P_TRANSFER,Web,4,317.17,CP_005556,COMPLETED
TXN_0069143,2026-09-06 11:07:11,NDM_002255,AIRTIME_PURCHASE,Mobile_App,4,580.9,CP_001256,COMPLETED
TXN_0089136,2026-09-07 22:57:48,NDM_002255,P2P_TRANSFER,USSD,4,206.31,CP_009571,COMPLETED
TXN_0060406,2026-09-11 23:22:52,NDM_002255,MERCHANT_PAYMENT,USSD,4,116.09,CP_006322,COMPLETED
TXN_0049021,2026-09-13 12:34:15,NDM_002255,MERCHANT_PAYMENT,USSD,4,657.8,CP_000134,COMPLETED
TXN_0042461,2026-09-15 09:08:15,NDM_002255,P2P_TRANSFER,USSD,4,861.58,CP_002247,COMPLETED
TXN_0087853,2026-09-16 12:07:04,NDM_002255,AIRTIME_PURCHASE,USSD,4,230.75,CP_002010,COMPLETED
TXN_0051107,2026-09-17 19:30:48,NDM_002255,P2P_TRANSFER,USSD,4,260.62,CP_001004,COMPLETED
TXN_0025927,2026-09-18 17:41:26,NDM_002255,P2P_TRANSFER,Web,4,493.76,CP_005430,COMPLETED
TXN_0058120,2026-09-20 11:30:00,NDM_002255,P2P_TRANSFER,Mobile_App,4,672.92,CP_007894,COMPLETED
TXN_0085885,2026-09-24 09:02:05,NDM_002255,BILL_PAYMENT,USSD,4,101.44,CP_008282,COMPLETED
TXN_0051255,2026-09-25 17:01:39,NDM_002255,AIRTIME_PURCHASE,USSD,4,393.31,CP_009421,COMPLETED
TXN_0003112,2026-09-27 13:58:46,NDM_002255,MERCHANT_PAYMENT,USSD,4,130.72,CP_002071,COMPLETED
TXN_0039926,2026-09-27 18:52:00,NDM_002255,AIRTIME_PURCHASE,USSD,4,237.8,CP_006722,COMPLETED
TXN_0069668,2026-09-02 23:24:04,NDM_002256,P2P_TRANSFER,USSD,7,260.84,CP_007664,COMPLETED
TXN_0049138,2026-09-03 06:05:37,NDM_002256,MERCHANT_PAYMENT,USSD,7,122.7,CP_001102,COMPLETED
TXN_0030408,2026-09-03 17:04:19,NDM_002256,P2P_TRANSFER,Web,7,445.83,CP_003677,COMPLETED
TXN_0026473,2026-09-05 23:10:45,NDM_002256,MERCHANT_PAYMENT,USSD,7,234.39,CP_004200,COMPLETED
TXN_0069049,2026-09-06 07:27:16,NDM_002256,MERCHANT_PAYMENT,USSD,7,395.17,CP_007997,COMPLETED
TXN_0041793,2026-09-08 07:07:36,NDM_002256,BANK_TRANSFER,Mobile_App,7,566.1,CP_005329,COMPLETED
TXN_0089359,2026-09-10 08:39:16,NDM_002256,MERCHANT_PAYMENT,USSD,7,294.4,CP_008935,COMPLETED
TXN_0072696,2026-09-11 15:58:53,NDM_002256,MERCHANT_PAYMENT,USSD,7,954.61,CP_004513,COMPLETED
TXN_0067335,2026-09-11 18:00:18,NDM_002256,MERCHANT_PAYMENT,Mobile_App,7,284.19,CP_006521,COMPLETED
TXN_0039351,2026-09-12 18:06:47,NDM_002256,MERCHANT_PAYMENT,Mobile_App,7,666.66,CP_001431,COMPLETED
TXN_0018607,2026-09-14 06:59:00,NDM_002256,CASH_OUT,Web,7,1403.23,CP_004357,COMPLETED
TXN_0019756,2026-09-16 08:57:57,NDM_002256,MERCHANT_PAYMENT,Web,7,1486.1,CP_008873,COMPLETED
TXN_0096158,2026-09-18 11:24:18,NDM_002256,MERCHANT_PAYMENT,USSD,7,331.16,CP_003800,COMPLETED
TXN_0081393,2026-09-18 21:09:35,NDM_002256,P2P_TRANSFER,USSD,7,148.5,CP_006939,COMPLETED
TXN_0083337,2026-09-19 02:35:21,NDM_002256,AIRTIME_PURCHASE,Web,7,614.48,CP_001980,COMPLETED
TXN_0095867,2026-09-22 09:55:33,NDM_002256,CASH_OUT,USSD,7,498.8,CP_007439,COMPLETED
TXN_0095073,2026-09-23 01:58:29,NDM_002256,MERCHANT_PAYMENT,USSD,7,850.03,CP_008584,COMPLETED
TXN_0005913,2026-09-24 14:40:04,NDM_002256,CASH_OUT,Mobile_App,7,953.92,CP_009578,COMPLETED
TXN_0029405,2026-09-26 09:27:21,NDM_002256,AIRTIME_PURCHASE,Mobile_App,7,354.12,CP_005777,COMPLETED
TXN_0094454,2026-09-26 23:50:06,NDM_002256,P2P_TRANSFER,Mobile_App,7,600.54,CP_007246,COMPLETED
TXN_0033194,2026-09-27 13:16:22,NDM_002256,P2P_TRANSFER,Web,7,839.74,CP_001004,COMPLETED
TXN_0041391,2026-09-27 13:31:45,NDM_002256,AIRTIME_PURCHASE,USSD,7,250.39,CP_006078,COMPLETED
TXN_0043872,2026-09-27 15:08:31,NDM_002256,P2P_TRANSFER,Mobile_App,7,1646.63,CP_000651,COMPLETED
TXN_0046376,2026-09-04 00:02:36,NDM_002257,BILL_PAYMENT,Mobile_App,2,2433.1,CP_005895,COMPLETED
TXN_0033393,2026-09-05 11:23:22,NDM_002257,BILL_PAYMENT,USSD,2,819.5,CP_004486,COMPLETED
TXN_0016651,2026-09-05 23:57:32,NDM_002257,BILL_PAYMENT,USSD,2,215.72,CP_006888,COMPLETED
TXN_0003046,2026-09-06 09:06:01,NDM_002257,P2P_TRANSFER,Mobile_App,2,876.5,CP_000252,COMPLETED
TXN_0080857,2026-09-06 13:35:27,NDM_002257,BILL_PAYMENT,USSD,2,665.79,CP_001791,COMPLETED
TXN_0009243,2026-09-07 00:08:44,NDM_002257,P2P_TRANSFER,USSD,2,204.76,CP_007908,COMPLETED
TXN_0031211,2026-09-08 01:15:00,NDM_002257,P2P_TRANSFER,USSD,2,333.86,CP_007652,COMPLETED
TXN_0082238,2026-09-09 07:39:50,NDM_002257,MERCHANT_PAYMENT,USSD,2,354.39,CP_008930,COMPLETED
TXN_0052625,2026-09-09 16:17:45,NDM_002257,BILL_PAYMENT,Web,2,2047.6,CP_009427,COMPLETED
TXN_0070494,2026-09-13 07:46:19,NDM_002257,MERCHANT_PAYMENT,USSD,2,465.28,CP_001890,COMPLETED
TXN_0070717,2026-09-15 02:39:35,NDM_002257,P2P_TRANSFER,USSD,2,233.4,CP_002191,COMPLETED
TXN_0070374,2026-09-16 23:07:47,NDM_002257,CASH_OUT,USSD,2,331.52,CP_004683,COMPLETED
TXN_0095809,2026-09-17 20:27:25,NDM_002257,P2P_TRANSFER,Web,2,1321.1,CP_004185,COMPLETED
TXN_0063286,2026-09-21 22:51:36,NDM_002257,BILL_PAYMENT,USSD,2,708.77,CP_006175,COMPLETED
TXN_0035240,2026-09-23 14:25:10,NDM_002257,P2P_TRANSFER,USSD,2,580.4,CP_008433,COMPLETED
TXN_0035138,2026-09-25 13:58:54,NDM_002257,BILL_PAYMENT,Web,2,1223.7,CP_000819,COMPLETED
TXN_0049220,2026-09-25 15:26:43,NDM_002257,MERCHANT_PAYMENT,Mobile_App,2,396.3,CP_009409,COMPLETED
TXN_0099311,2026-09-25 17:14:09,NDM_002257,P2P_TRANSFER,USSD,2,222.28,CP_004294,COMPLETED
TXN_0083120,2026-09-25 20:31:00,NDM_002257,BANK_TRANSFER,USSD,2,407.42,CP_004665,COMPLETED
TXN_0011056,2026-09-26 05:09:26,NDM_002257,MERCHANT_PAYMENT,Web,2,651.7,CP_002794,COMPLETED
TXN_0091046,2026-09-26 19:18:11,NDM_002257,P2P_TRANSFER,Mobile_App,2,2159.69,CP_006847,COMPLETED
TXN_0018101,2026-09-28 09:45:54,NDM_002257,BILL_PAYMENT,USSD,2,463.85,CP_006607,COMPLETED
TXN_0076169,2026-09-29 12:59:56,NDM_002257,AIRTIME_PURCHASE,USSD,2,333.57,CP_001886,COMPLETED
TXN_0067083,2026-09-30 12:40:38,NDM_002257,P2P_TRANSFER,USSD,2,312.8,CP_001912,COMPLETED
TXN_0057164,2026-09-02 16:45:46,NDM_002258,BILL_PAYMENT,USSD,6,522.69,CP_008979,COMPLETED
TXN_0013558,2026-09-04 01:11:34,NDM_002258,MERCHANT_PAYMENT,Mobile_App,6,736.93,CP_006893,COMPLETED
TXN_0034052,2026-09-05 01:27:21,NDM_002258,BANK_TRANSFER,USSD,6,1647.74,CP_004449,COMPLETED
TXN_0043309,2026-09-06 14:06:45,NDM_002258,P2P_TRANSFER,Web,6,763.89,CP_000832,COMPLETED
TXN_0082105,2026-09-07 06:54:49,NDM_002258,MERCHANT_PAYMENT,USSD,6,680.84,CP_000737,COMPLETED
TXN_0071984,2026-09-07 16:20:07,NDM_002258,P2P_TRANSFER,Web,6,928.5,CP_003250,COMPLETED
TXN_0043423,2026-09-09 17:48:19,NDM_002258,P2P_TRANSFER,USSD,6,497.94,CP_001745,COMPLETED
TXN_0092057,2026-09-09 21:00:02,NDM_002258,P2P_TRANSFER,USSD,6,226.12,CP_004105,COMPLETED
TXN_0029897,2026-09-12 02:02:56,NDM_002258,P2P_TRANSFER,USSD,6,195.06,CP_009697,COMPLETED
TXN_0049944,2026-09-16 14:55:37,NDM_002258,P2P_TRANSFER,Web,6,169.03,CP_001980,COMPLETED
TXN_0051109,2026-09-17 02:30:03,NDM_002258,MERCHANT_PAYMENT,USSD,6,705.75,CP_005141,COMPLETED
TXN_0020336,2026-09-19 17:43:12,NDM_002258,MERCHANT_PAYMENT,USSD,6,1095.66,CP_002749,COMPLETED
TXN_0011980,2026-09-21 10:46:02,NDM_002258,BANK_TRANSFER,Web,6,210.66,CP_006411,COMPLETED
TXN_0021416,2026-09-26 22:48:06,NDM_002258,BANK_TRANSFER,USSD,6,634.95,CP_004712,COMPLETED
TXN_0094038,2026-09-27 04:18:20,NDM_002258,MERCHANT_PAYMENT,Mobile_App,6,698.13,CP_008662,COMPLETED
TXN_0005876,2026-09-27 16:25:05,NDM_002258,P2P_TRANSFER,Mobile_App,6,639.68,CP_005517,COMPLETED
TXN_0057127,2026-09-27 21:27:48,NDM_002258,MERCHANT_PAYMENT,Web,6,727.39,CP_004977,COMPLETED
TXN_0074276,2026-09-28 07:45:52,NDM_002258,P2P_TRANSFER,USSD,6,457.56,CP_003828,COMPLETED
TXN_0037008,2026-09-29 06:32:52,NDM_002258,BILL_PAYMENT,Web,6,374.51,CP_004368,COMPLETED
TXN_0026802,2026-09-30 05:54:21,NDM_002258,MERCHANT_PAYMENT,USSD,6,321.63,CP_009943,COMPLETED
TXN_0033530,2026-09-30 12:45:15,NDM_002258,MERCHANT_PAYMENT,Mobile_App,6,714.57,CP_004498,COMPLETED
TXN_0050211,2026-09-01 13:50:19,NDM_002259,BILL_PAYMENT,USSD,2,435.74,CP_003620,COMPLETED
TXN_0034751,2026-09-03 16:32:48,NDM_002259,P2P_TRANSFER,Web,2,254.22,CP_005544,COMPLETED
TXN_0002566,2026-09-08 23:31:07,NDM_002259,BILL_PAYMENT,Web,2,411.7,CP_002252,COMPLETED
TXN_0059731,2026-09-09 19:19:08,NDM_002259,P2P_TRANSFER,Mobile_App,2,356.42,CP_007833,COMPLETED
TXN_0014689,2026-09-11 05:28:24,NDM_002259,CASH_OUT,Web,2,382.04,CP_001106,COMPLETED
TXN_0011988,2026-09-11 21:29:10,NDM_002259,MERCHANT_PAYMENT,USSD,2,262.11,CP_007731,COMPLETED
TXN_0003183,2026-09-12 21:56:35,NDM_002259,BANK_TRANSFER,USSD,2,306.01,CP_005936,COMPLETED
TXN_0085482,2026-09-13 01:16:22,NDM_002259,P2P_TRANSFER,Web,2,202.44,CP_000851,FAILED
TXN_0057159,2026-09-13 11:35:45,NDM_002259,P2P_TRANSFER,USSD,2,234.11,CP_001206,COMPLETED
TXN_0058932,2026-09-14 08:56:30,NDM_002259,MERCHANT_PAYMENT,USSD,2,386.46,CP_006102,COMPLETED
TXN_0024340,2026-09-14 16:08:51,NDM_002259,P2P_TRANSFER,USSD,2,222.82,CP_004865,COMPLETED
TXN_0044426,2026-09-16 05:27:24,NDM_002259,P2P_TRANSFER,USSD,2,255.04,CP_000966,COMPLETED
TXN_0040027,2026-09-17 17:27:38,NDM_002259,BILL_PAYMENT,USSD,2,300.25,CP_004025,COMPLETED
TXN_0052690,2026-09-17 18:14:32,NDM_002259,CASH_OUT,Mobile_App,2,202.66,CP_003140,COMPLETED
TXN_0003513,2026-09-19 12:29:46,NDM_002259,P2P_TRANSFER,Web,2,478.52,CP_002422,COMPLETED
TXN_0067476,2026-09-20 17:34:18,NDM_002259,BANK_TRANSFER,Web,2,327.85,CP_001584,COMPLETED
TXN_0068364,2026-09-22 22:45:24,NDM_002259,MERCHANT_PAYMENT,Web,2,224.33,CP_001279,COMPLETED
TXN_0006214,2026-09-23 02:56:09,NDM_002259,MERCHANT_PAYMENT,Web,2,161.88,CP_001300,COMPLETED
TXN_0048866,2026-09-24 10:30:24,NDM_002259,MERCHANT_PAYMENT,Web,2,300.88,CP_008052,COMPLETED
TXN_0077531,2026-09-24 23:43:02,NDM_002259,P2P_TRANSFER,Web,2,354.32,CP_002260,COMPLETED
TXN_0070224,2026-09-25 05:41:35,NDM_002259,BANK_TRANSFER,USSD,2,242.48,CP_005845,COMPLETED
TXN_0003003,2026-09-27 20:15:29,NDM_002259,CASH_OUT,USSD,2,181.88,CP_009862,COMPLETED
TXN_0097846,2026-09-29 02:18:34,NDM_002259,BILL_PAYMENT,USSD,2,133.38,CP_002812,COMPLETED
TXN_0044336,2026-09-29 17:45:29,NDM_002259,CASH_OUT,USSD,2,220.96,CP_008558,COMPLETED
TXN_0068375,2026-09-02 01:03:26,NDM_002260,P2P_TRANSFER,Mobile_App,5,324.67,CP_005027,FAILED
TXN_0096948,2026-09-05 08:51:50,NDM_002260,P2P_TRANSFER,USSD,5,142.23,CP_002773,COMPLETED
TXN_0065841,2026-09-10 13:58:03,NDM_002260,BANK_TRANSFER,Mobile_App,5,132.49,CP_000651,COMPLETED
TXN_0026416,2026-09-11 02:00:01,NDM_002260,P2P_TRANSFER,USSD,5,208.55,CP_007943,COMPLETED
TXN_0022178,2026-09-11 21:49:22,NDM_002260,BILL_PAYMENT,USSD,5,76.78,CP_000510,COMPLETED
TXN_0065890,2026-09-14 11:32:39,NDM_002260,MERCHANT_PAYMENT,Mobile_App,5,235.6,CP_000267,COMPLETED
TXN_0052151,2026-09-14 21:14:18,NDM_002260,P2P_TRANSFER,Web,5,269.6,CP_001065,COMPLETED
TXN_0097330,2026-09-15 11:11:30,NDM_002260,MERCHANT_PAYMENT,USSD,5,70.48,CP_009236,COMPLETED
TXN_0066204,2026-09-16 07:00:32,NDM_002260,MERCHANT_PAYMENT,USSD,5,124.34,CP_006671,COMPLETED
TXN_0018392,2026-09-16 18:55:07,NDM_002260,P2P_TRANSFER,USSD,5,181.16,CP_001251,COMPLETED
TXN_0027215,2026-09-17 08:32:01,NDM_002260,CASH_OUT,USSD,5,261.61,CP_003617,COMPLETED
TXN_0071626,2026-09-19 02:35:18,NDM_002260,BILL_PAYMENT,Web,5,142.51,CP_006428,COMPLETED
TXN_0086427,2026-09-20 03:06:44,NDM_002260,P2P_TRANSFER,USSD,5,280.85,CP_007122,COMPLETED
TXN_0003680,2026-09-22 13:39:33,NDM_002260,CASH_OUT,USSD,5,148.09,CP_004842,COMPLETED
TXN_0091517,2026-09-23 12:17:31,NDM_002260,MERCHANT_PAYMENT,USSD,5,199.12,CP_005054,COMPLETED
TXN_0053464,2026-09-24 05:59:38,NDM_002260,MERCHANT_PAYMENT,Web,5,238.14,CP_005168,COMPLETED
TXN_0016929,2026-09-24 08:50:40,NDM_002260,P2P_TRANSFER,USSD,5,208.85,CP_000063,COMPLETED
TXN_0039564,2026-09-25 00:19:56,NDM_002260,BILL_PAYMENT,USSD,5,91.59,CP_008616,COMPLETED
