ticket_id,timestamp,account_id,text,priority
TICKET_000476,2026-09-08 07:05:04,NDM_002434,I am travelling and cannot access my normal device.,Medium
TICKET_001890,2026-09-06 18:19:49,NDM_002435,My phone was lost and I need to secure my account.,Medium
TICKET_001828,2026-09-27 04:33:17,NDM_002435,There was a transaction on my account that I did not make.,Low
TICKET_001162,2026-09-27 15:31:34,NDM_002436,I made this transaction myself but it is showing as pending.,Low
TICKET_000075,2026-09-22 20:18:34,NDM_002441,I changed my phone and need help accessing my account.,Medium
TICKET_000460,2026-09-12 06:45:13,NDM_002442,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000469,2026-09-25 07:26:12,NDM_002442,There was a transaction on my account that I did not make.,Medium
TICKET_000867,2026-09-27 05:41:28,NDM_002446,Please help me update my registered mobile number.,Low
TICKET_000906,2026-09-07 18:21:28,NDM_002448,There is no problem with my account; I need assistance with a payment.,Medium
TICKET_001852,2026-09-27 03:46:22,NDM_002450,I noticed a transfer that I do not recognise.,Low
TICKET_000732,2026-09-28 21:39:53,NDM_002450,I made this transaction myself but it is showing as pending.,Low
TICKET_000758,2026-09-13 11:18:47,NDM_002452,There was a transaction on my account that I did not make.,High
TICKET_001507,2026-09-30 14:27:42,NDM_002453,I am travelling and cannot access my normal device.,Low
TICKET_000361,2026-09-04 16:27:08,NDM_002457,My phone was lost and I need to secure my account.,Medium
TICKET_000751,2026-09-18 22:25:17,NDM_002457,There was a transaction on my account that I did not make.,Medium
TICKET_001400,2026-09-19 22:15:15,NDM_002460,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000138,2026-09-26 20:54:59,NDM_002460,I am travelling and cannot access my normal device.,Low
TICKET_001404,2026-09-08 15:33:09,NDM_002466,There was a transaction on my account that I did not make.,High
TICKET_000664,2026-09-25 19:47:08,NDM_002468,I received an OTP that I did not request.,Low
TICKET_001111,2026-09-01 00:39:03,NDM_002478,My account is locked after several login attempts.,High
TICKET_000768,2026-09-13 15:38:38,NDM_002478,I received an OTP that I did not request.,Medium
TICKET_001521,2026-09-30 02:17:19,NDM_002479,There is no problem with my account; I need assistance with a payment.,High
TICKET_000735,2026-09-28 01:18:43,NDM_002481,I noticed a transfer that I do not recognise.,Low
TICKET_000611,2026-09-04 23:36:25,NDM_002484,I received an OTP that I did not request.,Low
TICKET_001048,2026-09-07 15:34:33,NDM_002490,I cannot access my account and my password no longer works.,Medium
TICKET_000559,2026-09-04 07:41:22,NDM_002491,I changed my phone and need help accessing my account.,Low
TICKET_001148,2026-09-26 15:53:56,NDM_002491,My account is locked after several login attempts.,Low
TICKET_000834,2026-09-21 02:42:39,NDM_002494,I changed my phone and need help accessing my account.,Medium
TICKET_000213,2026-09-30 21:38:00,NDM_002496,I am travelling and cannot access my normal device.,Medium
TICKET_000766,2026-09-16 11:36:55,NDM_002501,I am travelling and cannot access my normal device.,High
TICKET_001633,2026-09-02 08:27:05,NDM_002502,I cannot access my account and my password no longer works.,High
TICKET_000083,2026-09-24 22:27:35,NDM_002505,I noticed a transfer that I do not recognise.,High
TICKET_001639,2026-09-04 12:30:02,NDM_002511,I made this transaction myself but it is showing as pending.,Low
TICKET_001488,2026-09-30 01:21:53,NDM_002520,I changed my phone and need help accessing my account.,Low
TICKET_000571,2026-09-29 10:42:26,NDM_002523,I am travelling and cannot access my normal device.,Low
TICKET_001866,2026-09-01 03:30:15,NDM_002526,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001466,2026-09-06 21:32:28,NDM_002527,I am travelling and cannot access my normal device.,Low
TICKET_001260,2026-09-10 16:21:27,NDM_002530,Please help me update my registered mobile number.,High
TICKET_001108,2026-09-24 02:18:39,NDM_002531,I changed my phone and need help accessing my account.,Low
TICKET_001006,2026-09-13 15:37:16,NDM_002533,Please help me update my registered mobile number.,Medium
TICKET_001204,2026-09-04 23:45:18,NDM_002534,My account is locked after several login attempts.,Medium
TICKET_001130,2026-09-12 22:11:11,NDM_002534,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000309,2026-09-26 12:43:13,NDM_002534,I received an OTP that I did not request.,Medium
TICKET_000106,2026-09-12 22:05:20,NDM_002538,My phone was lost and I need to secure my account.,Low
TICKET_001315,2026-09-15 03:34:07,NDM_002538,There was a transaction on my account that I did not make.,Medium
TICKET_001584,2026-09-18 16:47:34,NDM_002541,I received an OTP that I did not request.,Low
TICKET_001961,2026-09-13 08:43:52,NDM_002543,I cannot access my account and my password no longer works.,Medium
TICKET_001331,2026-09-01 12:48:09,NDM_002546,There was a transaction on my account that I did not make.,Low
TICKET_001752,2026-09-12 01:07:25,NDM_002546,I cannot access my account and my password no longer works.,Low
TICKET_001358,2026-09-23 01:06:02,NDM_002552,My SIM card was replaced and I cannot log in.,Low
TICKET_001855,2026-09-24 19:42:04,NDM_002554,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000299,2026-09-05 22:44:58,NDM_002557,My account is locked after several login attempts.,Low
TICKET_001240,2026-09-09 03:04:58,NDM_002560,There was a transaction on my account that I did not make.,Low
TICKET_000356,2026-09-19 17:09:32,NDM_002562,I noticed a transfer that I do not recognise.,Low
TICKET_001697,2026-09-22 13:53:38,NDM_002563,I am travelling and cannot access my normal device.,Low
TICKET_000255,2026-09-01 06:08:36,NDM_002567,My account is locked after several login attempts.,Low
TICKET_000818,2026-09-01 06:06:28,NDM_002568,My account is locked after several login attempts.,Low
TICKET_001127,2026-09-05 06:32:31,NDM_002572,I noticed a transfer that I do not recognise.,Low
TICKET_001230,2026-09-08 02:36:43,NDM_002576,I am travelling and cannot access my normal device.,Low
TICKET_001930,2026-09-23 00:09:26,NDM_002577,My phone was lost and I need to secure my account.,Medium
TICKET_000452,2026-09-16 12:21:24,NDM_002578,My account is locked after several login attempts.,Medium
TICKET_000427,2026-09-22 08:13:59,NDM_002578,My SIM card was replaced and I cannot log in.,Low
TICKET_001555,2026-09-30 03:44:33,NDM_002578,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000520,2026-09-23 00:49:40,NDM_002580,I noticed a transfer that I do not recognise.,Low
TICKET_001512,2026-09-04 00:34:06,NDM_002581,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001304,2026-09-19 20:15:39,NDM_002586,There is no problem with my account; I need assistance with a payment.,Medium
TICKET_001924,2026-09-15 19:34:19,NDM_002593,My SIM card was replaced and I cannot log in.,Low
TICKET_001887,2026-09-04 22:19:30,NDM_002597,I cannot access my account and my password no longer works.,Low
TICKET_001729,2026-09-29 09:16:30,NDM_002599,There was a transaction on my account that I did not make.,Low
TICKET_000202,2026-09-13 00:30:58,NDM_002602,I changed my phone and need help accessing my account.,High
TICKET_001762,2026-09-16 14:00:07,NDM_002605,There was a transaction on my account that I did not make.,Medium
TICKET_000308,2026-09-29 13:01:02,NDM_002606,I cannot access my account and my password no longer works.,High
TICKET_001515,2026-09-08 10:56:06,NDM_002607,Please help me update my registered mobile number.,Medium
TICKET_001012,2026-09-25 00:10:06,NDM_002608,I made this transaction myself but it is showing as pending.,Low
TICKET_001986,2026-09-23 07:44:17,NDM_002609,I cannot access my account and my password no longer works.,Low
TICKET_001387,2026-09-23 06:26:46,NDM_002612,My phone was lost and I need to secure my account.,High
TICKET_001308,2026-09-06 18:50:40,NDM_002617,My SIM card was replaced and I cannot log in.,Low
TICKET_001469,2026-09-09 15:49:18,NDM_002617,I noticed a transfer that I do not recognise.,Low
TICKET_000413,2026-09-12 23:41:14,NDM_002618,My phone was lost and I need to secure my account.,Medium
TICKET_000590,2026-09-05 17:40:55,NDM_002620,There is no problem with my account; I need assistance with a payment.,High
TICKET_001314,2026-09-28 10:53:30,NDM_002624,My phone was lost and I need to secure my account.,Medium
TICKET_001075,2026-09-09 15:43:28,NDM_002630,I am travelling and cannot access my normal device.,High
TICKET_000815,2026-09-20 10:51:34,NDM_002631,I received an OTP that I did not request.,Medium
TICKET_001112,2026-09-23 15:52:05,NDM_002635,My account is locked after several login attempts.,Low
TICKET_000038,2026-09-23 11:45:00,NDM_002636,My SIM card was replaced and I cannot log in.,High
TICKET_000067,2026-09-29 00:57:27,NDM_002637,There was a transaction on my account that I did not make.,Low
TICKET_001988,2026-09-26 20:04:28,NDM_002642,My phone was lost and I need to secure my account.,Low
TICKET_001363,2026-09-03 11:20:32,NDM_002647,I received an OTP that I did not request.,Medium
TICKET_000688,2026-09-03 07:24:54,NDM_002649,I received an OTP that I did not request.,Low
TICKET_001703,2026-09-20 13:51:37,NDM_002653,I made this transaction myself but it is showing as pending.,Low
TICKET_001146,2026-09-16 15:17:10,NDM_002662,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001721,2026-09-18 01:07:22,NDM_002662,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000081,2026-09-13 07:50:26,NDM_002663,My account is locked after several login attempts.,Medium
TICKET_000004,2026-09-28 14:56:37,NDM_002671,There was a transaction on my account that I did not make.,Low
TICKET_000579,2026-09-06 09:28:07,NDM_002672,I noticed a transfer that I do not recognise.,Medium
TICKET_001236,2026-09-11 05:48:39,NDM_002675,My SIM card was replaced and I cannot log in.,Medium
TICKET_001567,2026-09-22 06:51:38,NDM_002675,My account is locked after several login attempts.,Low
TICKET_001553,2026-09-12 17:53:56,NDM_002679,There was a transaction on my account that I did not make.,Low
TICKET_000158,2026-09-09 19:46:32,NDM_002680,I cannot access my account and my password no longer works.,Medium
TICKET_001812,2026-09-29 06:50:17,NDM_002681,I changed my phone and need help accessing my account.,Low
TICKET_000625,2026-09-17 10:03:41,NDM_002682,I received an OTP that I did not request.,Low
TICKET_000340,2026-09-25 00:21:08,NDM_002688,I changed my phone and need help accessing my account.,Medium
TICKET_001472,2026-09-29 19:55:10,NDM_002688,I changed my phone and need help accessing my account.,Low
TICKET_001562,2026-09-05 20:13:58,NDM_002689,My account is locked after several login attempts.,Medium
TICKET_001548,2026-09-06 13:51:04,NDM_002689,I made this transaction myself but it is showing as pending.,Low
TICKET_000246,2026-09-10 02:00:02,NDM_002690,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000238,2026-09-14 12:59:32,NDM_002696,I changed my phone and need help accessing my account.,Low
TICKET_001414,2026-09-12 14:40:33,NDM_002701,I made this transaction myself but it is showing as pending.,Medium
TICKET_001097,2026-09-20 06:58:17,NDM_002702,My phone was lost and I need to secure my account.,Low
TICKET_001816,2026-09-14 12:47:15,NDM_002703,I noticed a transfer that I do not recognise.,Low
TICKET_001603,2026-09-04 12:44:04,NDM_002707,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000465,2026-09-24 23:32:16,NDM_002708,I received an OTP that I did not request.,Medium
TICKET_001760,2026-09-22 03:08:56,NDM_002710,I changed my phone and need help accessing my account.,High
TICKET_000415,2026-09-22 08:04:27,NDM_002712,My phone was lost and I need to secure my account.,Low
TICKET_001545,2026-09-15 12:59:22,NDM_002718,I made this transaction myself but it is showing as pending.,Low
TICKET_000263,2026-09-14 07:30:27,NDM_002720,I changed my phone and need help accessing my account.,Low
TICKET_000288,2026-09-28 05:11:43,NDM_002721,Please help me update my registered mobile number.,Medium
TICKET_000988,2026-09-15 05:33:49,NDM_002722,Please help me update my registered mobile number.,Low
TICKET_000776,2026-09-01 01:45:28,NDM_002729,Please help me update my registered mobile number.,Low
TICKET_000953,2026-09-21 18:48:22,NDM_002733,Please help me update my registered mobile number.,Medium
TICKET_001888,2026-09-21 03:27:34,NDM_002735,My account is locked after several login attempts.,Low
TICKET_001530,2026-09-13 21:55:09,NDM_002736,I am travelling and cannot access my normal device.,High
TICKET_001122,2026-09-12 06:14:44,NDM_002737,I received an OTP that I did not request.,Medium
TICKET_001501,2026-09-11 14:17:56,NDM_002739,I noticed a transfer that I do not recognise.,High
TICKET_000856,2026-09-11 14:24:59,NDM_002741,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001615,2026-09-30 00:24:49,NDM_002743,I made this transaction myself but it is showing as pending.,Low
TICKET_000105,2026-09-21 17:28:22,NDM_002746,I changed my phone and need help accessing my account.,Medium
TICKET_000513,2026-09-23 02:22:29,NDM_002746,My account is locked after several login attempts.,Low
TICKET_001432,2026-09-11 07:50:50,NDM_002749,I received an OTP that I did not request.,Low
TICKET_001395,2026-09-02 06:36:06,NDM_002751,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000325,2026-09-08 01:17:24,NDM_002751,My SIM card was replaced and I cannot log in.,Medium
TICKET_000915,2026-09-13 21:41:08,NDM_002752,Please help me update my registered mobile number.,Low
TICKET_001863,2026-09-30 19:51:42,NDM_002757,I noticed a transfer that I do not recognise.,High
TICKET_000065,2026-09-16 18:37:38,NDM_002761,I cannot access my account and my password no longer works.,Medium
TICKET_000669,2026-09-12 06:07:04,NDM_002768,I noticed a transfer that I do not recognise.,Low
TICKET_001552,2026-09-21 10:20:09,NDM_002770,I cannot access my account and my password no longer works.,Medium
TICKET_000012,2026-09-09 00:56:39,NDM_002773,Please help me update my registered mobile number.,Low
TICKET_001604,2026-09-22 10:00:16,NDM_002773,My SIM card was replaced and I cannot log in.,Low
TICKET_000087,2026-09-29 20:05:09,NDM_002777,Please help me update my registered mobile number.,Low
TICKET_000506,2026-09-16 14:29:03,NDM_002781,I made this transaction myself but it is showing as pending.,High
TICKET_001935,2026-09-11 04:47:34,NDM_002782,I cannot access my account and my password no longer works.,Low
TICKET_000504,2026-09-24 17:44:00,NDM_002782,My phone was lost and I need to secure my account.,Medium
TICKET_001498,2026-09-03 18:39:16,NDM_002784,I cannot access my account and my password no longer works.,Low
TICKET_000655,2026-09-09 04:40:30,NDM_002784,My account is locked after several login attempts.,Low
TICKET_000912,2026-09-20 20:33:26,NDM_002791,Please help me update my registered mobile number.,Medium
TICKET_000390,2026-09-09 16:34:41,NDM_002793,My SIM card was replaced and I cannot log in.,Medium
TICKET_001581,2026-09-29 17:45:00,NDM_002797,My SIM card was replaced and I cannot log in.,Medium
TICKET_000770,2026-09-30 07:35:06,NDM_002797,I made this transaction myself but it is showing as pending.,Medium
TICKET_001712,2026-09-24 08:02:16,NDM_002800,My phone was lost and I need to secure my account.,Low
TICKET_001947,2026-09-12 15:09:49,NDM_002801,My phone was lost and I need to secure my account.,Low
TICKET_001641,2026-09-30 17:17:53,NDM_002801,I received an OTP that I did not request.,Low
TICKET_001024,2026-09-19 21:45:28,NDM_002807,There was a transaction on my account that I did not make.,Low
TICKET_000422,2026-09-22 19:09:48,NDM_002808,I made this transaction myself but it is showing as pending.,Medium
TICKET_000709,2026-09-14 04:46:28,NDM_002810,Please help me update my registered mobile number.,Low
TICKET_000570,2026-09-09 16:20:42,NDM_002817,I received an OTP that I did not request.,Medium
TICKET_000085,2026-09-05 05:35:50,NDM_002819,I changed my phone and need help accessing my account.,Low
TICKET_001496,2026-09-30 15:11:43,NDM_002819,There is no problem with my account; I need assistance with a payment.,High
TICKET_001818,2026-09-09 04:11:56,NDM_002822,I changed my phone and need help accessing my account.,Low
TICKET_001589,2026-09-03 05:50:28,NDM_002825,Please help me update my registered mobile number.,Low
TICKET_000576,2026-09-24 18:22:31,NDM_002828,I changed my phone and need help accessing my account.,Medium
TICKET_000989,2026-09-07 10:12:14,NDM_002832,My account is locked after several login attempts.,Low
TICKET_000118,2026-09-30 00:22:59,NDM_002844,My account is locked after several login attempts.,Medium
TICKET_001352,2026-09-25 06:34:51,NDM_002845,There was a transaction on my account that I did not make.,Medium
TICKET_000609,2026-09-25 23:34:53,NDM_002852,I made this transaction myself but it is showing as pending.,Medium
TICKET_000913,2026-09-02 14:28:07,NDM_002854,I changed my phone and need help accessing my account.,Low
TICKET_000896,2026-09-30 18:09:30,NDM_002855,I am travelling and cannot access my normal device.,Low
TICKET_000598,2026-09-14 23:12:02,NDM_002856,I cannot access my account and my password no longer works.,High
TICKET_001819,2026-09-16 06:23:53,NDM_002856,My SIM card was replaced and I cannot log in.,Low
TICKET_000348,2026-09-02 17:44:25,NDM_002859,There is no problem with my account; I need assistance with a payment.,Medium
TICKET_001944,2026-09-23 11:28:10,NDM_002859,My account is locked after several login attempts.,Low
TICKET_001142,2026-09-06 19:13:27,NDM_002860,I am travelling and cannot access my normal device.,Low
TICKET_000305,2026-09-02 03:51:46,NDM_002861,I noticed a transfer that I do not recognise.,High
TICKET_000009,2026-09-19 07:50:43,NDM_002861,I noticed a transfer that I do not recognise.,Medium
TICKET_001321,2026-09-17 18:20:07,NDM_002862,I changed my phone and need help accessing my account.,Medium
TICKET_000613,2026-09-01 22:20:53,NDM_002863,I changed my phone and need help accessing my account.,Low
TICKET_001978,2026-09-04 12:44:10,NDM_002864,My account is locked after several login attempts.,High
TICKET_001172,2026-09-19 11:23:21,NDM_002865,I cannot access my account and my password no longer works.,Low
TICKET_000054,2026-09-28 14:25:03,NDM_002866,I noticed a transfer that I do not recognise.,Medium
TICKET_001667,2026-09-20 05:12:21,NDM_002868,My phone was lost and I need to secure my account.,Low
TICKET_001353,2026-09-08 07:08:53,NDM_002869,There is no problem with my account; I need assistance with a payment.,Medium
TICKET_001676,2026-09-16 00:12:43,NDM_002871,I changed my phone and need help accessing my account.,Low
TICKET_000499,2026-09-16 02:22:05,NDM_002880,My account is locked after several login attempts.,Medium
TICKET_001119,2026-09-15 17:56:17,NDM_002881,There was a transaction on my account that I did not make.,Medium
TICKET_001560,2026-09-23 09:28:54,NDM_002883,I cannot access my account and my password no longer works.,Medium
TICKET_000020,2026-09-24 12:39:50,NDM_002891,I made this transaction myself but it is showing as pending.,Low
TICKET_000850,2026-09-14 17:28:09,NDM_002895,I am travelling and cannot access my normal device.,Medium
TICKET_001909,2026-09-07 19:58:49,NDM_002900,I made this transaction myself but it is showing as pending.,Low
TICKET_001307,2026-09-14 13:32:03,NDM_002906,I am travelling and cannot access my normal device.,Medium
TICKET_001054,2026-09-19 10:47:41,NDM_002910,I received an OTP that I did not request.,Low
TICKET_001660,2026-09-03 15:27:58,NDM_002922,I made this transaction myself but it is showing as pending.,Low
TICKET_001713,2026-09-10 21:34:06,NDM_002922,My phone was lost and I need to secure my account.,High
TICKET_000745,2026-09-11 12:36:07,NDM_002930,There was a transaction on my account that I did not make.,Low
TICKET_001144,2026-09-07 11:24:50,NDM_002937,I am travelling and cannot access my normal device.,High
TICKET_000345,2026-09-30 22:44:05,NDM_002937,I changed my phone and need help accessing my account.,Low
TICKET_000490,2026-09-29 20:31:18,NDM_002938,Please help me update my registered mobile number.,Low
TICKET_001338,2026-09-02 21:06:00,NDM_002939,My phone was lost and I need to secure my account.,Low
TICKET_000218,2026-09-07 14:49:49,NDM_002942,There was a transaction on my account that I did not make.,Medium
TICKET_001785,2026-09-06 21:28:58,NDM_002943,There was a transaction on my account that I did not make.,Medium
TICKET_000244,2026-09-22 11:07:39,NDM_002943,My phone was lost and I need to secure my account.,Medium
TICKET_001837,2026-09-11 10:18:30,NDM_002945,I am travelling and cannot access my normal device.,Low
TICKET_001871,2026-09-12 01:15:53,NDM_002945,I noticed a transfer that I do not recognise.,Low
TICKET_000383,2026-09-18 01:45:54,NDM_002947,There was a transaction on my account that I did not make.,Medium
TICKET_000695,2026-09-11 15:42:42,NDM_002950,I made this transaction myself but it is showing as pending.,High
TICKET_000119,2026-09-07 22:29:58,NDM_002953,My phone was lost and I need to secure my account.,Low
TICKET_000599,2026-09-07 02:57:08,NDM_002960,My account is locked after several login attempts.,Low
TICKET_001598,2026-09-05 20:32:06,NDM_002961,I received an OTP that I did not request.,Medium
TICKET_001442,2026-09-30 18:03:28,NDM_002963,I made this transaction myself but it is showing as pending.,High
TICKET_001801,2026-09-29 13:11:12,NDM_002967,Please help me update my registered mobile number.,Low
TICKET_000329,2026-09-09 02:20:33,NDM_002968,My SIM card was replaced and I cannot log in.,Medium
TICKET_000755,2026-09-28 22:06:37,NDM_002970,There was a transaction on my account that I did not make.,Medium
TICKET_001602,2026-09-03 00:13:17,NDM_002974,I changed my phone and need help accessing my account.,High
TICKET_000082,2026-09-16 04:26:48,NDM_002974,Please help me update my registered mobile number.,Low
TICKET_000767,2026-09-18 23:54:37,NDM_002975,Please help me update my registered mobile number.,Low
TICKET_000854,2026-09-18 12:41:27,NDM_002978,I changed my phone and need help accessing my account.,High
TICKET_001497,2026-09-02 03:25:31,NDM_002981,I made this transaction myself but it is showing as pending.,Low
TICKET_000931,2026-09-09 13:34:24,NDM_002981,I noticed a transfer that I do not recognise.,High
TICKET_001359,2026-09-09 01:32:40,NDM_002983,I noticed a transfer that I do not recognise.,High
TICKET_000070,2026-09-28 11:52:23,NDM_002983,I made this transaction myself but it is showing as pending.,Low
TICKET_001220,2026-09-15 01:44:47,NDM_002985,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000702,2026-09-13 11:12:04,NDM_002986,I changed my phone and need help accessing my account.,Medium
TICKET_001160,2026-09-10 11:29:37,NDM_002991,I cannot access my account and my password no longer works.,Low
TICKET_001009,2026-09-20 00:50:16,NDM_002997,I cannot access my account and my password no longer works.,Low
TICKET_001348,2026-09-23 10:39:25,NDM_002997,I am travelling and cannot access my normal device.,Medium
TICKET_001021,2026-09-01 05:41:57,NDM_002999,There was a transaction on my account that I did not make.,Low
TICKET_000848,2026-09-03 21:11:59,NDM_003001,Please help me update my registered mobile number.,High
TICKET_000021,2026-09-22 16:11:27,NDM_003001,My phone was lost and I need to secure my account.,Medium
TICKET_001181,2026-09-15 11:33:51,NDM_003012,I noticed a transfer that I do not recognise.,High
TICKET_000780,2026-09-24 05:10:00,NDM_003017,I made this transaction myself but it is showing as pending.,Medium
TICKET_000266,2026-09-03 16:44:17,NDM_003019,Please help me update my registered mobile number.,Medium
TICKET_000970,2026-09-20 01:10:22,NDM_003019,I received an OTP that I did not request.,Low
TICKET_001500,2026-09-19 07:43:20,NDM_003025,My account is locked after several login attempts.,Low
TICKET_000276,2026-09-29 23:15:02,NDM_003026,Please help me update my registered mobile number.,Medium
TICKET_001228,2026-09-18 08:57:53,NDM_003029,My SIM card was replaced and I cannot log in.,Low
TICKET_001233,2026-09-05 14:09:48,NDM_003033,My account is locked after several login attempts.,Low
TICKET_001698,2026-09-22 19:13:12,NDM_003033,I made this transaction myself but it is showing as pending.,Low
TICKET_001701,2026-09-28 03:55:19,NDM_003034,I noticed a transfer that I do not recognise.,Low
TICKET_000120,2026-09-15 07:52:21,NDM_003035,I am travelling and cannot access my normal device.,Medium
TICKET_000252,2026-09-28 17:17:57,NDM_003037,There was a transaction on my account that I did not make.,Medium
TICKET_001362,2026-09-26 01:20:33,NDM_003042,I changed my phone and need help accessing my account.,Low
TICKET_001620,2026-09-07 13:13:24,NDM_003043,My account is locked after several login attempts.,Low
TICKET_000198,2026-09-16 20:58:11,NDM_003052,My SIM card was replaced and I cannot log in.,Low
TICKET_000677,2026-09-13 14:49:39,NDM_003053,I am travelling and cannot access my normal device.,Medium
TICKET_001945,2026-09-07 22:11:18,NDM_003054,I changed my phone and need help accessing my account.,Low
TICKET_000088,2026-09-14 22:34:06,NDM_003054,I noticed a transfer that I do not recognise.,Low
TICKET_001424,2026-09-02 12:20:06,NDM_003058,My account is locked after several login attempts.,Medium
TICKET_001613,2026-09-23 03:48:22,NDM_003059,I noticed a transfer that I do not recognise.,High
TICKET_000301,2026-09-01 23:35:14,NDM_003060,I cannot access my account and my password no longer works.,Low
TICKET_000610,2026-09-11 08:13:04,NDM_003060,My account is locked after several login attempts.,Low
TICKET_001699,2026-09-18 01:21:44,NDM_003061,I changed my phone and need help accessing my account.,Low
TICKET_001770,2026-09-29 22:49:38,NDM_003066,I received an OTP that I did not request.,Medium
TICKET_001191,2026-09-22 15:45:20,NDM_003067,My SIM card was replaced and I cannot log in.,Low
TICKET_000544,2026-09-16 05:56:53,NDM_003068,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001425,2026-09-04 15:16:43,NDM_003071,My phone was lost and I need to secure my account.,Low
TICKET_001716,2026-09-12 16:45:04,NDM_003074,There was a transaction on my account that I did not make.,Low
TICKET_000516,2026-09-19 07:32:17,NDM_003080,My account is locked after several login attempts.,Low
TICKET_000440,2026-09-09 19:35:01,NDM_003081,I received an OTP that I did not request.,Medium
TICKET_001920,2026-09-13 17:04:09,NDM_003085,I received an OTP that I did not request.,Medium
TICKET_001726,2026-09-23 15:55:03,NDM_003085,I cannot access my account and my password no longer works.,Low
TICKET_000934,2026-09-25 06:05:13,NDM_003086,I made this transaction myself but it is showing as pending.,Low
TICKET_000956,2026-09-30 08:23:16,NDM_003087,I changed my phone and need help accessing my account.,Low
TICKET_001995,2026-09-18 11:20:58,NDM_003089,I made this transaction myself but it is showing as pending.,Low
TICKET_000405,2026-09-20 13:58:35,NDM_003089,My account is locked after several login attempts.,Low
TICKET_001958,2026-09-16 22:50:52,NDM_003092,I received an OTP that I did not request.,Medium
TICKET_000418,2026-09-22 10:19:03,NDM_003096,There was a transaction on my account that I did not make.,Medium
TICKET_001263,2026-09-05 13:34:34,NDM_003098,I noticed a transfer that I do not recognise.,Medium
TICKET_001018,2026-09-26 04:21:26,NDM_003099,I noticed a transfer that I do not recognise.,Low
TICKET_000623,2026-09-21 13:03:46,NDM_003101,My SIM card was replaced and I cannot log in.,Medium
TICKET_000842,2026-09-11 05:11:41,NDM_003103,My phone was lost and I need to secure my account.,Medium
TICKET_001062,2026-09-27 03:25:26,NDM_003105,My phone was lost and I need to secure my account.,Low
TICKET_000344,2026-09-11 05:55:20,NDM_003107,I am travelling and cannot access my normal device.,Medium
TICKET_001156,2026-09-13 07:41:59,NDM_003107,There was a transaction on my account that I did not make.,Medium
TICKET_001840,2026-09-17 05:40:43,NDM_003107,Please help me update my registered mobile number.,Low
TICKET_001992,2026-09-24 03:12:50,NDM_003107,My phone was lost and I need to secure my account.,High
TICKET_000019,2026-09-07 10:28:11,NDM_003108,There was a transaction on my account that I did not make.,Low
TICKET_000151,2026-09-25 21:12:39,NDM_003108,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001036,2026-09-18 23:03:28,NDM_003111,I received an OTP that I did not request.,Low
TICKET_001430,2026-09-05 01:34:14,NDM_003119,I changed my phone and need help accessing my account.,Medium
TICKET_000386,2026-09-10 20:21:41,NDM_003119,Please help me update my registered mobile number.,Low
TICKET_000523,2026-09-02 17:18:53,NDM_003123,I made this transaction myself but it is showing as pending.,Low
TICKET_000673,2026-09-29 12:35:08,NDM_003125,I cannot access my account and my password no longer works.,Medium
TICKET_000728,2026-09-07 19:12:50,NDM_003126,I made this transaction myself but it is showing as pending.,High
TICKET_001611,2026-09-22 06:19:10,NDM_003128,I am travelling and cannot access my normal device.,Medium
TICKET_000237,2026-09-01 14:02:02,NDM_003131,I am travelling and cannot access my normal device.,Medium
TICKET_000907,2026-09-14 04:23:44,NDM_003131,My SIM card was replaced and I cannot log in.,Low
TICKET_000781,2026-09-14 11:55:03,NDM_003133,I noticed a transfer that I do not recognise.,Low
TICKET_000182,2026-09-15 02:15:58,NDM_003135,My SIM card was replaced and I cannot log in.,Medium
TICKET_000473,2026-09-20 16:08:24,NDM_003139,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000216,2026-09-26 16:20:49,NDM_003140,There is no problem with my account; I need assistance with a payment.,Medium
TICKET_001356,2026-09-14 07:44:12,NDM_003141,Please help me update my registered mobile number.,Low
TICKET_000534,2026-09-25 06:59:58,NDM_003144,There was a transaction on my account that I did not make.,Medium
TICKET_000870,2026-09-28 11:14:38,NDM_003144,I noticed a transfer that I do not recognise.,Medium
TICKET_001800,2026-09-23 18:38:33,NDM_003146,There was a transaction on my account that I did not make.,Low
TICKET_000489,2026-09-17 09:33:25,NDM_003149,My phone was lost and I need to secure my account.,Low
TICKET_001896,2026-09-08 08:04:22,NDM_003152,I received an OTP that I did not request.,Medium
TICKET_000026,2026-09-24 09:56:22,NDM_003152,My account is locked after several login attempts.,Low
