account_id,home_city,account_age_days,customer_segment,preferred_channel,device_platform,typical_transaction_amount,typical_daily_transactions,baseline_risk_tier,primary_device_id,primary_sim_hash
NDM_002609,Swakopmund,2684,Standard,USSD,iOS,1517.88,1,Low,DEV_0002609,d303aa94c2f30151
NDM_002610,Keetmanshoop,3031,Business,USSD,iOS,981.09,3,Low,DEV_0002610,a0f14743cf68dd6f
NDM_002611,Oshakati,669,Standard,Mobile_App,Android,179.95,2,Low,DEV_0002611,ba41bcb212655d79
NDM_002612,Oshakati,1595,Standard,USSD,Android,817.21,4,Low,DEV_0002612,e97a69719f25673c
NDM_002613,Oshakati,1309,Standard,USSD,Android,526.32,2,Medium,DEV_0002613,ff56d4e7ce5dfcf3
NDM_002614,Windhoek,2005,Premium,Web,Android,2524.25,4,Medium,DEV_0002614,ef77e96e144163b1
NDM_002615,Swakopmund,344,Standard,USSD,Android,780.59,2,Low,DEV_0002615,3780fb1bc9433c3a
NDM_002616,Windhoek,556,Premium,Web,iOS,544.87,3,Low,DEV_0002616,72b28153169e99c3
NDM_002617,Windhoek,2148,Standard,Mobile_App,Android,1013.1,5,Low,DEV_0002617,bbb86fc26fc66a96
NDM_002618,Swakopmund,2876,Standard,USSD,Android,162.9,3,Low,DEV_0002618,82e653fbf191ebbb
NDM_002619,Walvis Bay,942,Standard,USSD,iOS,698.56,7,Low,DEV_0002619,d525d699da46ff62
NDM_002620,Windhoek,3257,Premium,USSD,Android,696.24,7,Low,DEV_0002620,be497652bd1ba5ba
NDM_002621,Windhoek,3366,Standard,Web,Android,122.64,5,Low,DEV_0002621,c9f6a4b39e73b6e5
NDM_002622,Windhoek,2305,Premium,Mobile_App,iOS,2218.52,2,Low,DEV_0002622,51989ac90a86fa03
NDM_002623,Oshakati,3001,Standard,Web,Android,614.99,4,Low,DEV_0002623,1b8a373c70877b85
NDM_002624,Walvis Bay,85,Business,USSD,Android,1241.46,1,High,DEV_0002624,6f1506771cd17692
NDM_002625,Rundu,1255,Standard,USSD,Android,779.98,4,Low,DEV_0002625,35d093085d72fcbd
NDM_002626,Swakopmund,709,Standard,Mobile_App,iOS,332.68,4,Low,DEV_0002626,11506e62cd9d24dc
NDM_002627,Rundu,958,Standard,Mobile_App,Android,770.7,1,Low,DEV_0002627,bde8e2dd21828357
NDM_002628,Swakopmund,1060,Standard,Web,Android,133.07,3,Low,DEV_0002628,76a78b25a22d31b2
NDM_002629,Windhoek,1593,Standard,USSD,iOS,310.84,2,Medium,DEV_0002629,28855bc91dba35f1
NDM_002630,Swakopmund,3432,Standard,USSD,Android,487.68,6,High,DEV_0002630,0dfae1edcfc57170
NDM_002631,Keetmanshoop,3017,Standard,Web,Android,234.51,7,Low,DEV_0002631,0cc658ac7d56e153
NDM_002632,Swakopmund,1767,Premium,USSD,iOS,349.37,3,Low,DEV_0002632,b7ea8dd361b08a16
NDM_002633,Windhoek,451,Standard,USSD,iOS,313.52,3,Low,DEV_0002633,3ad3266853af9598
NDM_002634,Windhoek,3072,Standard,Web,iOS,2154.68,3,Low,DEV_0002634,3764c42ea5fe1b47
NDM_002635,Rundu,1799,Premium,Mobile_App,Android,102.32,10,Medium,DEV_0002635,ed1753398c851f41
NDM_002636,Walvis Bay,2034,Standard,USSD,Android,200.21,3,Low,DEV_0002636,af3900f8d568f8c6
NDM_002637,Oshakati,3059,Standard,USSD,Android,696.37,6,Low,DEV_0002637,49bfbaaf8a931a7e
NDM_002638,Oshakati,1344,Standard,USSD,iOS,694.64,4,Low,DEV_0002638,0088125ddfa42681
NDM_002639,Windhoek,2995,Premium,Mobile_App,Android,421.45,4,Low,DEV_0002639,24ed455c6470cfcc
NDM_002640,Windhoek,1074,Premium,Web,Android,1643.47,2,High,DEV_0002640,1a0f53add286868d
NDM_002641,Walvis Bay,3087,Premium,Mobile_App,Android,833.35,5,Low,DEV_0002641,4b7e60b07ae17e93
NDM_002642,Windhoek,1078,Standard,USSD,Android,316.43,5,Low,DEV_0002642,b13714dfda6bc43a
NDM_002643,Walvis Bay,1821,Premium,USSD,Android,280.64,5,Low,DEV_0002643,61ded13667d00395
NDM_002644,Swakopmund,1774,Standard,USSD,Android,5093.63,5,Low,DEV_0002644,cf8ea50a922db03d
NDM_002645,Oshakati,268,Premium,USSD,Android,221.95,5,Low,DEV_0002645,2817d2802a9cddce
NDM_002646,Keetmanshoop,2068,Premium,USSD,Android,682.28,2,Low,DEV_0002646,139696b38faf94ce
NDM_002647,Keetmanshoop,1362,Standard,Web,iOS,1828.81,2,Low,DEV_0002647,46305403c2b4258b
NDM_002648,Keetmanshoop,791,Standard,Web,Android,1086.67,4,Medium,DEV_0002648,37b337dbb4d5c194
NDM_002649,Rundu,763,Standard,USSD,iOS,200.07,7,Low,DEV_0002649,096620d77a6b628b
NDM_002650,Oshakati,3569,Standard,Web,iOS,154.36,4,Low,DEV_0002650,bebb72020233f122
NDM_002651,Windhoek,2467,Standard,USSD,Android,1075.22,5,Low,DEV_0002651,5e8092136842ec63
NDM_002652,Windhoek,2589,Standard,USSD,iOS,621.01,3,Low,DEV_0002652,422df8b32de7cf22
NDM_002653,Keetmanshoop,2567,Standard,USSD,iOS,280.24,2,Low,DEV_0002653,2b25d54a9c2e2567
NDM_002654,Keetmanshoop,1467,Standard,Web,Android,395.0,3,Low,DEV_0002654,452fe5d71dc827d0
NDM_002655,Walvis Bay,422,Standard,USSD,Android,1741.2,2,Low,DEV_0002655,aeecd8f18ec03758
NDM_002656,Windhoek,1658,Standard,Web,iOS,1367.67,4,Medium,DEV_0002656,fef7d6669aae6849
NDM_002657,Oshakati,3383,Standard,Web,Android,572.1,5,Low,DEV_0002657,181da7038b40d0ee
NDM_002658,Windhoek,2476,Standard,Web,Android,133.78,3,Low,DEV_0002658,0473f3f74a848e90
NDM_002659,Windhoek,3500,Standard,USSD,Android,600.39,4,Low,DEV_0002659,db93e45a2f403241
NDM_002660,Windhoek,2827,Standard,USSD,Android,741.54,5,Medium,DEV_0002660,5a0da6a8f040e766
NDM_002661,Windhoek,3222,Standard,USSD,Android,433.25,2,Low,DEV_0002661,094e295e26a619e3
NDM_002662,Windhoek,2835,Standard,USSD,iOS,312.11,2,Low,DEV_0002662,b7a114c1f8b8a352
NDM_002663,Rundu,3645,Standard,USSD,Android,261.27,2,Low,DEV_0002663,65549722e17b6103
NDM_002664,Swakopmund,1692,Standard,USSD,iOS,365.33,3,Low,DEV_0002664,e8da10bd8fbbe8f6
NDM_002665,Windhoek,504,Standard,USSD,Android,319.8,3,Low,DEV_0002665,5f9064ced3ceccd4
NDM_002666,Windhoek,1297,Premium,USSD,Android,1624.38,5,Low,DEV_0002666,22fc84c53359d2cb
NDM_002667,Oshakati,398,Standard,Web,iOS,897.66,1,Low,DEV_0002667,c63aeb643da27c45
NDM_002668,Oshakati,1256,Premium,Web,Android,577.53,3,Low,DEV_0002668,942b83fc4ae525a6
NDM_002669,Windhoek,976,Standard,USSD,iOS,646.32,4,Low,DEV_0002669,28fcf26224e6c4ee
NDM_002670,Rundu,1096,Standard,Mobile_App,Android,760.02,9,High,DEV_0002670,db2ec319df0f448c
NDM_002671,Keetmanshoop,384,Premium,Web,Android,380.95,3,Low,DEV_0002671,263d8c32389d3487
NDM_002672,Keetmanshoop,2760,Premium,USSD,Android,262.96,5,Low,DEV_0002672,07c81dd1bc7fca02
NDM_002673,Windhoek,409,Standard,USSD,Android,1042.32,2,Low,DEV_0002673,be4541e957f84b8e
NDM_002674,Windhoek,2479,Standard,Mobile_App,Android,672.25,2,Low,DEV_0002674,257da1ddaefa09fc
NDM_002675,Swakopmund,2809,Standard,Web,Android,244.55,4,Low,DEV_0002675,789b63fdbb7bac3d
NDM_002676,Rundu,54,Premium,USSD,Android,115.2,4,Low,DEV_0002676,a7e17f6e2d47b87b
NDM_002677,Walvis Bay,3349,Standard,Mobile_App,Android,349.33,4,Low,DEV_0002677,e1b5a9c7acfa26a2
NDM_002678,Windhoek,890,Standard,Web,Android,662.69,4,Medium,DEV_0002678,ad1f88cf8c55592f
NDM_002679,Windhoek,1163,Standard,USSD,Android,259.15,4,Low,DEV_0002679,c042b6ab75ff39de
NDM_002680,Windhoek,1236,Standard,USSD,Android,764.04,6,Low,DEV_0002680,23b5b10d70f5907e
NDM_002681,Rundu,1801,Standard,USSD,Android,136.87,2,Medium,DEV_0002681,2575b3df9c1f4db0
NDM_002682,Walvis Bay,1089,Standard,Web,Android,487.34,4,Low,DEV_0002682,21f9b4339ad6ff34
NDM_002683,Windhoek,3343,Standard,USSD,Android,2254.28,3,Low,DEV_0002683,a6a3c08ba9a46332
NDM_002684,Keetmanshoop,1099,Business,USSD,Android,419.03,2,Medium,DEV_0002684,fb86dffb504f2514
NDM_002685,Keetmanshoop,339,Premium,Web,Android,223.03,2,Low,DEV_0002685,fa303e7ce167479c
NDM_002686,Windhoek,2169,Standard,USSD,iOS,363.97,4,Medium,DEV_0002686,825baaaf00065157
NDM_002687,Rundu,729,Standard,USSD,Android,1196.57,4,Low,DEV_0002687,6f475e6aa578cc16
NDM_002688,Windhoek,616,Standard,USSD,Android,510.53,2,Low,DEV_0002688,c1b84a35c84bf08d
NDM_002689,Windhoek,321,Premium,USSD,Android,183.66,5,Low,DEV_0002689,4faa1e489727fe2d
NDM_002690,Windhoek,3591,Premium,USSD,Android,612.81,7,Medium,DEV_0002690,ff47fe9d744a64da
NDM_002691,Walvis Bay,1592,Standard,USSD,Android,820.21,3,Low,DEV_0002691,5f1b5244371c464b
NDM_002692,Swakopmund,242,Standard,USSD,Android,1449.85,4,Low,DEV_0002692,4f2cb724d375f53f
NDM_002693,Rundu,3089,Standard,USSD,Android,123.06,2,Low,DEV_0002693,412071b39feb969f
NDM_002694,Windhoek,199,Standard,USSD,Android,781.25,3,Low,DEV_0002694,9828da5f2e93aad3
NDM_002695,Windhoek,1422,Premium,Web,iOS,58.93,3,Low,DEV_0002695,cbe1bca856387242
NDM_002696,Windhoek,1242,Standard,USSD,Android,291.73,2,Medium,DEV_0002696,f0ca537f3d4c195e
NDM_002697,Walvis Bay,3545,Standard,Web,iOS,180.1,4,Low,DEV_0002697,c0d85a997524b8c8
NDM_002698,Windhoek,2402,Standard,USSD,iOS,340.24,5,Medium,DEV_0002698,63764078adf18d6e
NDM_002699,Windhoek,229,Standard,Web,Android,199.58,3,Low,DEV_0002699,2e61e7852b26f0bd
NDM_002700,Swakopmund,3229,Premium,USSD,Android,99.3,6,Low,DEV_0002700,1dde450e25f24182
NDM_002701,Swakopmund,655,Standard,Web,Android,398.54,5,Low,DEV_0002701,ace6aca4217c784c
NDM_002702,Swakopmund,2578,Standard,Mobile_App,iOS,111.78,5,Low,DEV_0002702,63c9ae7e4d25624f
NDM_002703,Walvis Bay,1353,Standard,USSD,iOS,796.25,3,Low,DEV_0002703,546e7b53c0fdcfab
NDM_002704,Keetmanshoop,3522,Standard,Web,Android,496.85,4,Low,DEV_0002704,b1b1a91d32532834
NDM_002705,Windhoek,2578,Standard,Web,Android,163.34,3,Medium,DEV_0002705,5fa76f469d976cc1
NDM_002706,Oshakati,776,Standard,Web,iOS,838.91,2,Low,DEV_0002706,b1f6d9d75a4bdb35
NDM_002707,Windhoek,1583,Standard,Web,Android,509.13,5,Low,DEV_0002707,e4444c6d2d4bd673
NDM_002708,Windhoek,2313,Standard,Web,Android,344.13,6,Low,DEV_0002708,e7ed0b06ded3a370
NDM_002709,Windhoek,2040,Standard,USSD,Android,718.33,2,Medium,DEV_0002709,da4dc309f6f96635
NDM_002710,Swakopmund,2792,Standard,USSD,Android,481.77,4,Low,DEV_0002710,154052af60a52761
NDM_002711,Windhoek,3341,Standard,USSD,Android,266.97,4,Low,DEV_0002711,f7c6e3f259662ea7
NDM_002712,Rundu,2664,Standard,USSD,Android,641.67,7,Low,DEV_0002712,3e324412c8e4a8b3
NDM_002713,Windhoek,580,Standard,Web,Android,298.87,1,High,DEV_0002713,be4b314d97033dc9
NDM_002714,Windhoek,1163,Standard,USSD,Android,212.24,4,Low,DEV_0002714,1b9e4a4489984408
NDM_002715,Rundu,2733,Standard,USSD,Android,218.75,5,Low,DEV_0002715,9815ef1b3f6159c2
NDM_002716,Swakopmund,3249,Premium,USSD,iOS,149.56,4,Low,DEV_0002716,d9e21f07105e89f7
NDM_002717,Windhoek,1160,Premium,USSD,iOS,1672.22,5,Low,DEV_0002717,4aa2f17040e27d9c
NDM_002718,Windhoek,1699,Premium,USSD,Android,525.05,5,Medium,DEV_0002718,3b58050fda70544c
NDM_002719,Swakopmund,728,Standard,USSD,iOS,455.84,4,Low,DEV_0002719,d370543fe8ac273a
NDM_002720,Walvis Bay,2788,Business,USSD,Android,654.65,3,Low,DEV_0002720,fe1aaefa3afe5d2a
NDM_002721,Windhoek,968,Standard,Web,Android,726.29,3,Low,DEV_0002721,9b2fc8ee78b1e7d4
NDM_002722,Windhoek,751,Premium,USSD,Android,1087.41,5,Low,DEV_0002722,c0067bcb9c3c3736
NDM_002723,Walvis Bay,1641,Standard,USSD,Android,714.09,5,Low,DEV_0002723,5d55ad42631845a6
NDM_002724,Swakopmund,2845,Standard,USSD,iOS,63.57,3,High,DEV_0002724,4332960f1ce39a8d
NDM_002725,Swakopmund,1195,Standard,Web,Android,1156.94,5,Low,DEV_0002725,9f39c1ca6f6fcfe6
NDM_002726,Oshakati,3260,Standard,USSD,Android,685.47,1,Low,DEV_0002726,d34b406c68a500cc
NDM_002727,Swakopmund,1488,Standard,USSD,Android,754.38,5,Low,DEV_0002727,5300ffb98bebd3e2
NDM_002728,Oshakati,3223,Standard,Mobile_App,iOS,910.46,7,Low,DEV_0002728,76da8a93546da843
NDM_002729,Swakopmund,3306,Standard,USSD,Android,757.91,3,Low,DEV_0002729,f96e0e77b34ead70
NDM_002730,Windhoek,50,Standard,USSD,Android,109.99,3,Low,DEV_0002730,854006724a534aa0
NDM_002731,Keetmanshoop,1384,Standard,USSD,iOS,555.1,5,Low,DEV_0002731,6f0e383559b4212b
NDM_002732,Windhoek,3242,Standard,Mobile_App,Android,279.85,6,Medium,DEV_0002732,46d974e54eae02f2
NDM_002733,Swakopmund,48,Standard,USSD,Android,677.36,6,Low,DEV_0002733,f4a88782c5e11912
NDM_002734,Swakopmund,3170,Standard,USSD,Android,1181.69,6,Low,DEV_0002734,26ed655213aa32b2
NDM_002735,Oshakati,2344,Standard,USSD,Android,1682.72,4,Low,DEV_0002735,548e73d8c234e27a
NDM_002736,Windhoek,3070,Premium,USSD,Android,930.66,4,Low,DEV_0002736,8ca796074edc1d6f
NDM_002737,Oshakati,1584,Standard,USSD,Android,354.51,7,Medium,DEV_0002737,03668f50d2f6a798
NDM_002738,Rundu,2035,Standard,USSD,Android,1442.11,5,Low,DEV_0002738,a240e166ad0bc4dd
NDM_002739,Windhoek,983,Standard,Mobile_App,Android,582.87,4,Medium,DEV_0002739,e8fbb62415891cad
NDM_002740,Windhoek,705,Standard,Web,Android,226.14,7,High,DEV_0002740,306da07ce0bfa8a4
NDM_002741,Rundu,673,Standard,Web,iOS,485.85,3,Low,DEV_0002741,5c924c44bcb6c999
NDM_002742,Windhoek,2111,Standard,Web,iOS,206.48,4,Medium,DEV_0002742,a1023cb304f13192
NDM_002743,Oshakati,3224,Standard,USSD,Android,271.73,7,Low,DEV_0002743,1d19cce5b232c44f
NDM_002744,Windhoek,1218,Standard,Web,Android,1186.22,4,High,DEV_0002744,15664432a736a7c3
NDM_002745,Windhoek,2846,Premium,Web,Android,3304.31,6,Medium,DEV_0002745,78c61cdd84f96224
NDM_002746,Windhoek,995,Premium,Web,Android,164.79,3,Low,DEV_0002746,209a9abcd8054725
NDM_002747,Swakopmund,776,Standard,USSD,Android,2400.55,1,Medium,DEV_0002747,8a3a7d4fb6b350ba
NDM_002748,Windhoek,1270,Standard,USSD,iOS,2982.77,4,Medium,DEV_0002748,e9c84aacef1f3464
NDM_002749,Windhoek,2830,Standard,Web,iOS,305.21,5,Low,DEV_0002749,dfcb2a9b93756507
NDM_002750,Windhoek,1246,Standard,Web,iOS,123.13,2,Low,DEV_0002750,4f9fba1405e663a4
NDM_002751,Windhoek,2582,Standard,USSD,iOS,483.86,3,Low,DEV_0002751,b31cdacad78a9589
NDM_002752,Keetmanshoop,116,Business,Web,Android,269.69,4,Low,DEV_0002752,20b8c36246ebe2a1
NDM_002753,Rundu,530,Standard,USSD,iOS,714.04,8,Low,DEV_0002753,3240dc7ef72a9503
NDM_002754,Oshakati,1256,Standard,USSD,iOS,223.49,6,Medium,DEV_0002754,ce960e6bb5468d59
NDM_002755,Windhoek,1147,Standard,USSD,Android,292.95,5,Low,DEV_0002755,f482868277e6ce41
NDM_002756,Windhoek,1220,Business,USSD,iOS,324.48,9,Low,DEV_0002756,a5db9fabb4a6fefe
NDM_002757,Windhoek,1761,Standard,USSD,Android,580.06,3,Low,DEV_0002757,57d095a3d42a900d
NDM_002758,Oshakati,3010,Premium,USSD,iOS,743.12,2,Low,DEV_0002758,47edea3ed23c1a84
NDM_002759,Walvis Bay,813,Standard,USSD,Android,387.23,3,Low,DEV_0002759,e0f8c1d677632aa1
NDM_002760,Windhoek,465,Standard,USSD,Android,1312.4,3,Low,DEV_0002760,bfd1740a8bfbc9f5
NDM_002761,Swakopmund,1723,Premium,USSD,Android,1098.92,5,Low,DEV_0002761,bb35e4c2c566ab4a
NDM_002762,Rundu,307,Standard,Web,iOS,703.66,4,Low,DEV_0002762,8d89e1ad0f5ad4b0
NDM_002763,Rundu,914,Standard,Web,iOS,655.52,4,High,DEV_0002763,d6cb2dad0372822d
NDM_002764,Rundu,783,Standard,USSD,Android,1046.67,7,Low,DEV_0002764,a8496061a141d009
NDM_002765,Swakopmund,1005,Standard,USSD,Android,467.93,5,Low,DEV_0002765,b872bc440e99cace
NDM_002766,Swakopmund,1600,Standard,USSD,Android,224.49,2,Low,DEV_0002766,ff29369d5f064eb1
NDM_002767,Swakopmund,2710,Standard,Web,Android,815.37,4,Low,DEV_0002767,4bfd6c0285e72833
NDM_002768,Rundu,2967,Standard,USSD,iOS,297.86,4,Low,DEV_0002768,1a4567f95c72b269
NDM_002769,Walvis Bay,1967,Standard,USSD,Android,727.55,3,Low,DEV_0002769,a38f1d11ec20831a
NDM_002770,Windhoek,2078,Standard,Web,Android,864.23,7,Low,DEV_0002770,b8041712a7617f6d
NDM_002771,Rundu,2720,Standard,USSD,Android,737.13,4,Low,DEV_0002771,08abd343af7ce7fa
NDM_002772,Walvis Bay,196,Premium,USSD,Android,188.78,5,High,DEV_0002772,3787ce9351452397
NDM_002773,Rundu,758,Standard,Mobile_App,Android,1905.32,5,High,DEV_0002773,d1be0f141e9c0bb3
NDM_002774,Walvis Bay,3496,Standard,USSD,Android,1415.29,3,Low,DEV_0002774,9843455e0eb103da
NDM_002775,Oshakati,796,Standard,USSD,Android,347.31,2,Low,DEV_0002775,e4bef64ec96cd7fa
NDM_002776,Windhoek,554,Standard,Web,Android,192.25,2,Low,DEV_0002776,7045797bd79df6b2
NDM_002777,Windhoek,851,Standard,USSD,Android,452.22,4,Low,DEV_0002777,68c858e9aa06868b
NDM_002778,Walvis Bay,3169,Standard,USSD,iOS,206.63,1,Low,DEV_0002778,51737243030dc1a5
NDM_002779,Windhoek,89,Standard,Web,Android,85.61,5,Low,DEV_0002779,5e72d08db8fea981
NDM_002780,Oshakati,2232,Standard,Web,Android,506.07,3,Low,DEV_0002780,095d8a6753270dea
NDM_002781,Swakopmund,662,Standard,Web,Android,206.94,4,Low,DEV_0002781,c6f8ad0ce0167319
NDM_002782,Windhoek,2458,Standard,Web,Android,446.16,2,High,DEV_0002782,5b50739472d24a07
NDM_002783,Rundu,512,Standard,Web,Android,294.44,1,Low,DEV_0002783,f32a53d67d28826a
NDM_002784,Walvis Bay,2131,Standard,USSD,Android,179.71,2,Low,DEV_0002784,5e2e47120f375f63
NDM_002785,Swakopmund,2591,Standard,Mobile_App,Android,591.8,5,Low,DEV_0002785,63482a9b4d44cd06
NDM_002786,Oshakati,1671,Standard,Web,Android,1160.27,6,Low,DEV_0002786,9947bca4d83d02b2
NDM_002787,Windhoek,2079,Standard,USSD,iOS,411.44,3,Low,DEV_0002787,3226f1c51dddcd63
NDM_002788,Keetmanshoop,657,Standard,Web,Android,424.58,4,Low,DEV_0002788,efc0c39ccd0aee5e
NDM_002789,Windhoek,2607,Standard,Web,Android,1681.56,3,Low,DEV_0002789,94cab1bde657326d
NDM_002790,Windhoek,2980,Standard,Web,Android,328.37,3,High,DEV_0002790,23290b94a05a2a36
NDM_002791,Windhoek,1628,Standard,Web,Android,569.26,3,Low,DEV_0002791,08050420bcd5b417
NDM_002792,Windhoek,1374,Premium,USSD,Android,128.02,7,Low,DEV_0002792,25c58778cbe3ea1b
NDM_002793,Keetmanshoop,3381,Premium,USSD,Android,293.8,8,Medium,DEV_0002793,84bf2274f0daebea
NDM_002794,Oshakati,1736,Premium,USSD,Android,671.65,1,Medium,DEV_0002794,9f05b6e683e5498c
NDM_002795,Oshakati,1297,Standard,Web,Android,178.02,4,Medium,DEV_0002795,ea36e740252a33dd
NDM_002796,Keetmanshoop,2996,Standard,Web,Android,369.59,6,Low,DEV_0002796,1f9825b49c1dd1e6
NDM_002797,Windhoek,2862,Standard,USSD,iOS,292.34,6,Low,DEV_0002797,2d6e9d80f7c615c0
NDM_002798,Walvis Bay,801,Standard,USSD,iOS,275.85,3,Low,DEV_0002798,444ecfeed01a8678
NDM_002799,Keetmanshoop,2675,Standard,USSD,Android,179.77,3,Low,DEV_0002799,01ee67ac547bf933
NDM_002800,Rundu,2173,Standard,Mobile_App,Android,1107.09,2,Low,DEV_0002800,e121b40033118297
NDM_002801,Rundu,1189,Standard,USSD,Android,400.5,6,Low,DEV_0002801,a1f11b1101b0498a
NDM_002802,Windhoek,2618,Standard,USSD,Android,760.03,3,Low,DEV_0002802,3e94e4bbad46a5ef
NDM_002803,Swakopmund,2949,Standard,USSD,Android,214.68,4,Low,DEV_0002803,2594176869b05fa2
NDM_002804,Windhoek,2139,Standard,Web,iOS,236.32,5,Medium,DEV_0002804,6e0362d79181f496
NDM_002805,Swakopmund,2433,Standard,Web,Android,596.21,3,Medium,DEV_0002805,0a28bcf6f437503a
NDM_002806,Windhoek,2543,Standard,Web,Android,708.35,2,Low,DEV_0002806,55285c7834b74408
NDM_002807,Walvis Bay,3163,Premium,Mobile_App,Android,647.11,4,Low,DEV_0002807,30b81ee23d8b187d
NDM_002808,Oshakati,1301,Standard,USSD,Android,3181.24,3,Low,DEV_0002808,fb5474d6f6d74973
NDM_002809,Oshakati,3413,Standard,USSD,iOS,359.28,5,High,DEV_0002809,bc95fe954de2dad3
NDM_002810,Windhoek,1602,Standard,USSD,iOS,509.83,6,Low,DEV_0002810,743adead0fae26b3
NDM_002811,Oshakati,2566,Premium,USSD,Android,797.31,2,Low,DEV_0002811,0fc6876969892d30
NDM_002812,Swakopmund,1274,Standard,USSD,Android,277.64,4,Low,DEV_0002812,79a7f435936c7f17
NDM_002813,Walvis Bay,1177,Standard,Mobile_App,iOS,478.19,6,Medium,DEV_0002813,c7878f820694cf5e
NDM_002814,Keetmanshoop,1621,Standard,Web,Android,1391.76,3,Low,DEV_0002814,4fced69bf7a71fff
NDM_002815,Swakopmund,3402,Standard,Web,Android,1269.56,1,Low,DEV_0002815,c71d2bf2f2f7dd9b
NDM_002816,Oshakati,2854,Premium,Mobile_App,Android,593.3,6,Low,DEV_0002816,60e504d5ec7479fc
NDM_002817,Keetmanshoop,345,Premium,USSD,Android,936.42,5,Low,DEV_0002817,bf374f959adc9584
NDM_002818,Windhoek,1913,Premium,Web,iOS,619.7,6,Low,DEV_0002818,cdf5deb3d255c27c
NDM_002819,Windhoek,2381,Standard,Web,Android,399.87,5,Low,DEV_0002819,98e90d1d60b6de9a
NDM_002820,Keetmanshoop,3077,Standard,USSD,Android,366.75,2,Low,DEV_0002820,31b7e8143cd70a1c
NDM_002821,Walvis Bay,290,Premium,USSD,iOS,573.23,3,Low,DEV_0002821,216f1e889b84efd5
NDM_002822,Swakopmund,2362,Standard,Web,iOS,336.66,6,Low,DEV_0002822,92c4b2383c737b0b
NDM_002823,Windhoek,3447,Business,USSD,iOS,831.67,7,Low,DEV_0002823,2f3543258d70219a
NDM_002824,Rundu,2868,Standard,USSD,Android,170.14,5,Medium,DEV_0002824,d3f56cde284085e5
NDM_002825,Rundu,2108,Standard,USSD,iOS,346.61,4,Low,DEV_0002825,70f4586d5ddae82f
NDM_002826,Windhoek,3380,Premium,Web,Android,425.48,12,Medium,DEV_0002826,01cbc2d01aa2885b
NDM_002827,Swakopmund,909,Premium,Web,Android,592.08,6,Low,DEV_0002827,2a51ca4bab09b5dd
NDM_002828,Windhoek,3399,Standard,USSD,Android,2121.43,2,Low,DEV_0002828,e8ba41a779910080
NDM_002829,Swakopmund,3000,Standard,Web,iOS,160.31,4,Low,DEV_0002829,7b8b43ee8c1dfe66
NDM_002830,Oshakati,874,Standard,Mobile_App,Android,1935.5,5,Low,DEV_0002830,04b5bc11a63368d6
NDM_002831,Rundu,3032,Standard,Mobile_App,Android,164.42,2,Low,DEV_0002831,c6e91eca9a28758a
NDM_002832,Windhoek,945,Standard,USSD,Android,480.2,5,Low,DEV_0002832,5b4203164ff352e4
NDM_002833,Oshakati,1605,Standard,Web,iOS,931.96,4,Low,DEV_0002833,ff5f63c314baf4ef
NDM_002834,Walvis Bay,1789,Premium,USSD,iOS,1196.19,5,Low,DEV_0002834,c170ad3c49ffe89d
NDM_002835,Swakopmund,1084,Standard,Web,Android,366.77,3,Low,DEV_0002835,16b8b7f7c30d41bc
NDM_002836,Windhoek,1971,Standard,USSD,iOS,257.94,3,Low,DEV_0002836,e2ad712aead46192
NDM_002837,Windhoek,861,Standard,Mobile_App,Android,511.67,4,Low,DEV_0002837,ce14a11e0f8abcad
NDM_002838,Walvis Bay,928,Standard,USSD,iOS,905.04,4,High,DEV_0002838,672655fb0fb5fa82
NDM_002839,Swakopmund,3403,Standard,Web,iOS,712.39,3,Low,DEV_0002839,d58b1ec45de019cf
NDM_002840,Windhoek,2166,Standard,USSD,iOS,914.01,3,Medium,DEV_0002840,516e0b5ff1f7853d
NDM_002841,Oshakati,1020,Standard,USSD,Android,916.27,6,Low,DEV_0002841,0337253a5b773936
NDM_002842,Oshakati,1558,Standard,Web,Android,475.82,4,Low,DEV_0002842,c1c191e0c2842555
NDM_002843,Windhoek,2907,Premium,USSD,Android,764.66,6,Low,DEV_0002843,c988df7fffb0c97f
NDM_002844,Swakopmund,255,Standard,USSD,Android,836.0,6,Low,DEV_0002844,77eaffe94fdf47e7
NDM_002845,Windhoek,3223,Standard,Mobile_App,Android,843.0,6,High,DEV_0002845,febd0f4362e3b4d4
NDM_002846,Walvis Bay,3254,Standard,USSD,Android,179.65,4,Low,DEV_0002846,febb2c865a519e81
NDM_002847,Keetmanshoop,2138,Standard,USSD,Android,485.74,2,Medium,DEV_0002847,9d713da3962295aa
NDM_002848,Windhoek,900,Standard,USSD,Android,511.84,10,High,DEV_0002848,0d84c7a9489ee428
NDM_002849,Walvis Bay,956,Standard,Web,Android,335.27,2,Medium,DEV_0002849,aa022b7b9209e64c
NDM_002850,Oshakati,1181,Standard,USSD,iOS,238.97,5,Low,DEV_0002850,90a5da8453ffe2af
NDM_002851,Windhoek,149,Standard,USSD,Android,136.07,5,Low,DEV_0002851,60e257bf93224a4a
NDM_002852,Windhoek,3577,Standard,USSD,Android,387.47,5,Medium,DEV_0002852,d5e8497abb0466dd
NDM_002853,Swakopmund,1671,Standard,Web,Android,2134.9,8,Medium,DEV_0002853,54cc22c23c77f603
NDM_002854,Windhoek,3576,Standard,USSD,Android,422.99,7,Low,DEV_0002854,900e194a22ecf6e5
