event_id,account_id,timestamp,device_id,login_result,mfa_flag,failure_reason,latitude,longitude,is_account_takeover
AUTH005553,ACC100618,2026-06-04 16:55:00,DEV01737,success,1,none,-22.8935,14.5423,0
AUTH005554,ACC100084,2026-07-30 11:36:00,DEV00978,failed,0,none,-22.9093,14.5346,0
AUTH005555,ACC100772,2026-07-13 13:43:00,DEV02733,success,1,none,-17.8822,15.73,0
AUTH005556,ACC100156,2026-06-09 01:04:00,DEV00223,success,0,none,-17.8603,15.7121,0
AUTH005557,ACC100677,2026-07-03 02:49:00,DEV04913,success,0,none,-22.5666,17.0427,0
AUTH005558,ACC100671,2026-07-12 13:32:00,DEV01602,success,1,none,-22.5474,17.0311,0
AUTH005559,ACC100654,2026-07-13 02:04:00,DEV00391,success,1,bad_password,-22.6126,17.1426,0
AUTH005560,ACC100498,2026-06-01 09:50:00,DEV01461,success,0,bad_password,-26.5171,18.1018,0
AUTH005561,ACC100587,2026-07-08 05:54:00,DEV01284,success,0,none,-22.882,14.5219,0
AUTH005562,ACC100584,2026-07-15 06:29:00,DEV01460,success,1,bad_password,-17.9006,19.8062,0
AUTH005563,ACC100549,2026-06-08 21:16:00,DEV04170,success,1,none,-17.8945,19.7634,0
AUTH005564,ACC100237,2026-07-29 01:50:00,DEV00200,success,1,none,-26.5066,18.1401,0
AUTH005565,ACC100438,2026-06-20 07:50:00,DEV01835,success,1,bad_password,-17.8191,19.7978,0
AUTH005566,ACC100131,2026-07-06 09:01:00,DEV03617,success,1,none,-26.575,18.0501,0
AUTH005567,ACC100699,2026-06-17 04:48:00,DEV03172,success,1,none,-22.9258,14.488,0
AUTH005568,ACC100548,2026-07-13 17:27:00,DEV04409,success,1,none,-17.9199,19.8083,0
AUTH005569,ACC100146,2026-07-08 08:46:00,DEV00501,success,1,none,-17.9239,19.6759,0
AUTH005570,ACC100037,2026-06-27 03:59:00,DEV02813,success,0,none,-22.9957,14.5166,0
AUTH005571,ACC100717,2026-07-30 01:58:00,DEV03596,success,0,bad_password,-18.0869,19.8619,0
AUTH005572,ACC100381,2026-06-27 09:50:00,DEV01481,success,1,bad_password,-23.0431,14.5899,0
AUTH005573,ACC100203,2026-06-30 16:06:00,DEV01831,success,0,none,-22.7264,14.5223,0
AUTH005574,ACC100007,2026-06-12 05:29:00,DEV02356,success,1,none,-22.6435,14.3975,0
AUTH005575,ACC100556,2026-06-12 23:59:00,DEV03123,success,1,bad_password,-26.5746,18.1911,0
AUTH005576,ACC100551,2026-06-02 10:13:00,DEV00787,success,1,none,-22.5811,17.1322,0
AUTH005577,ACC100465,2026-07-11 09:37:00,DEV02698,success,1,none,-17.8799,19.7877,0
AUTH005578,ACC100607,2026-06-18 21:40:00,DEV00914,success,1,bad_password,-17.9593,19.7456,0
AUTH005579,ACC100413,2026-06-12 14:22:00,DEV01826,success,1,none,-17.9473,19.7124,0
AUTH005580,ACC100193,2026-07-08 13:15:00,DEV04861,failed,1,none,-22.52,17.0706,0
AUTH005581,ACC100047,2026-06-19 11:01:00,DEV04160,success,0,none,-17.9317,19.8359,0
AUTH005582,ACC100370,2026-06-15 00:42:00,DEV01001,success,1,none,-23.0266,14.5791,0
AUTH005583,ACC100798,2026-06-18 14:43:00,DEV02442,success,1,bad_password,-26.6314,18.176,0
AUTH005584,ACC100197,2026-07-21 23:04:00,DEV00877,success,1,none,-22.9289,14.5062,0
AUTH005585,ACC100392,2026-06-10 13:53:00,DEV02171,success,1,none,-17.8409,19.7511,0
AUTH005586,ACC100151,2026-06-06 12:05:00,DEV02183,success,1,none,-22.6404,17.0322,0
AUTH005587,ACC100745,2026-07-05 09:40:00,DEV04074,success,1,bad_password,-17.7711,15.6637,0
AUTH005588,ACC100750,2026-07-08 22:33:00,DEV01871,success,0,none,-23.0018,14.5518,0
AUTH005589,ACC100281,2026-07-03 07:45:00,DEV03918,success,1,none,-17.923,19.8117,0
AUTH005590,ACC100682,2026-07-18 00:24:00,DEV01706,success,1,none,-22.5907,17.0616,0
AUTH005591,ACC100425,2026-06-27 00:30:00,DEV00191,success,0,none,-22.9663,14.4214,0
AUTH005592,ACC100314,2026-06-29 13:09:00,DEV00695,success,1,bad_password,-22.9711,14.549,0
AUTH005593,ACC100014,2026-06-24 16:16:00,DEV04207,success,1,none,-26.593,18.1312,0
AUTH005594,ACC100132,2026-07-04 20:54:00,DEV00714,success,1,bad_password,-22.9955,14.4778,0
AUTH005595,ACC100352,2026-07-17 07:48:00,DEV03654,success,1,none,-26.6241,18.1534,0
AUTH005596,ACC100643,2026-07-27 14:55:00,DEV02345,success,1,none,-22.7028,14.5838,0
AUTH005597,ACC100157,2026-06-26 08:41:00,DEV00313,success,1,none,-22.9412,14.5117,0
AUTH005598,ACC100666,2026-07-04 06:22:00,DEV00253,success,0,none,-22.7161,14.467,0
AUTH005599,ACC100325,2026-06-10 21:19:00,DEV03505,failed,1,none,-17.8606,15.6903,0
AUTH005600,ACC100154,2026-06-08 23:42:00,DEV02261,success,1,none,-26.5767,18.1681,0
AUTH005601,ACC100292,2026-06-01 19:50:00,DEV03731,success,1,bad_password,-26.6082,18.1865,0
AUTH005602,ACC100025,2026-07-19 11:07:00,DEV03242,success,1,bad_password,-22.9868,14.5327,0
AUTH005603,ACC100273,2026-07-28 10:19:00,DEV01826,success,1,bad_password,-26.5906,18.1052,0
AUTH005604,ACC100630,2026-06-24 11:40:00,DEV04000,success,1,none,-22.7606,14.5152,0
AUTH005605,ACC100752,2026-07-19 03:12:00,DEV00862,success,1,none,-26.5969,18.2057,0
AUTH005606,ACC100210,2026-07-03 11:08:00,DEV00606,success,0,none,-17.9332,19.8135,0
AUTH005607,ACC100522,2026-06-29 12:21:00,DEV04030,failed,1,none,-22.5683,17.011,0
AUTH005608,ACC100094,2026-06-04 16:42:00,DEV01983,success,1,bad_password,-17.7905,15.5813,0
AUTH005609,ACC100515,2026-07-14 04:48:00,DEV04740,success,0,none,-17.7728,15.6907,0
AUTH005610,ACC100187,2026-06-08 14:20:00,DEV04768,success,1,none,-17.9834,19.8144,0
AUTH005611,ACC100754,2026-06-03 17:04:00,DEV01082,failed,1,none,-17.9524,19.7763,0
AUTH005612,ACC100792,2026-07-24 18:08:00,DEV00923,success,1,none,-26.6019,18.1748,0
AUTH005613,ACC100048,2026-06-03 05:56:00,DEV04000,success,1,none,-17.7836,15.6684,0
AUTH005614,ACC100023,2026-06-05 02:30:00,DEV03490,success,1,bad_password,-22.9993,14.4772,0
AUTH005615,ACC100379,2026-07-22 08:18:00,DEV03268,success,1,bad_password,-22.9794,14.4942,0
AUTH005616,ACC100775,2026-06-26 18:19:00,DEV01041,success,0,bad_password,-22.5334,17.1442,0
AUTH005617,ACC100108,2026-07-27 23:13:00,DEV04383,success,1,none,-23.055,14.4904,0
AUTH005618,ACC100111,2026-06-01 23:39:00,DEV01945,success,1,none,-22.7384,14.4742,0
AUTH005619,ACC100496,2026-07-23 10:27:00,DEV01087,success,1,none,-26.5958,18.1164,0
AUTH005620,ACC100550,2026-07-22 02:55:00,DEV01422,success,0,none,-17.9117,19.7537,0
AUTH005621,ACC100748,2026-06-22 03:18:00,DEV01836,success,1,none,-22.5451,17.1102,0
AUTH005622,ACC100507,2026-06-09 23:45:00,DEV03221,success,1,none,-17.7588,15.7373,0
AUTH005623,ACC100559,2026-07-24 01:43:00,DEV02446,success,1,none,-22.6829,14.593,0
AUTH005624,ACC100037,2026-07-01 10:33:00,DEV02813,success,1,bad_password,-22.9351,14.5357,0
AUTH005625,ACC100485,2026-07-12 02:32:00,DEV01793,success,1,none,-23.0331,14.4847,0
AUTH005626,ACC100035,2026-06-27 20:55:00,DEV04228,success,1,none,-26.6397,18.0738,0
AUTH005627,ACC100658,2026-07-05 14:22:00,DEV00816,success,1,none,-17.7837,15.7045,0
AUTH005628,ACC100084,2026-06-17 08:09:00,DEV00978,success,0,none,-22.9922,14.5263,0
AUTH005629,ACC100334,2026-06-18 02:29:00,DEV02192,failed,1,none,-22.6434,14.5641,0
AUTH005630,ACC100587,2026-07-04 20:31:00,DEV01284,success,1,bad_password,-23.0348,14.5686,0
AUTH005631,ACC100047,2026-06-11 05:56:00,DEV04160,success,1,none,-17.9075,19.7849,0
AUTH005632,ACC100246,2026-07-21 16:44:00,DEV03566,success,1,bad_password,-22.6943,14.5485,0
AUTH005633,ACC100090,2026-06-29 17:05:00,DEV04937,success,1,none,-26.5141,18.1533,0
AUTH005634,ACC100175,2026-07-27 07:40:00,DEV01347,success,1,none,-22.6871,14.5593,0
AUTH005635,ACC100425,2026-06-26 14:47:00,DEV00191,success,1,none,-22.8855,14.4582,0
AUTH005636,ACC100712,2026-06-24 10:07:00,DEV02791,success,1,none,-22.5263,17.0414,0
AUTH005637,ACC100002,2026-06-13 09:41:00,DEV04726,success,1,bad_password,-17.7694,15.6153,0
AUTH005638,ACC100602,2026-07-02 17:50:00,DEV04759,success,0,none,-17.8474,19.8048,0
AUTH005639,ACC100036,2026-06-18 09:47:00,DEV04094,success,1,bad_password,-22.581,17.0771,0
AUTH005640,ACC100566,2026-07-21 21:14:00,DEV03732,failed,1,bad_password,-17.9537,19.7773,0
AUTH005641,ACC100308,2026-06-03 05:16:00,DEV04100,success,1,none,-22.4937,17.1309,0
AUTH005642,ACC100276,2026-06-13 05:53:00,DEV03272,success,0,none,-17.798,15.6972,0
AUTH005643,ACC100733,2026-07-10 08:58:00,DEV04453,success,1,none,-17.8978,19.8253,0
AUTH005644,ACC100500,2026-07-11 02:35:00,DEV02440,success,1,none,-22.599,14.5561,0
AUTH005645,ACC100029,2026-06-10 14:35:00,DEV03518,failed,1,none,-26.5222,18.2048,0
AUTH005646,ACC100620,2026-07-05 16:53:00,DEV03636,success,0,none,-17.9278,19.7629,0
AUTH005647,ACC100196,2026-06-22 18:52:00,DEV01133,success,0,bad_password,-22.5833,17.1421,0
AUTH005648,ACC100041,2026-06-01 06:27:00,DEV01887,success,0,bad_password,-22.6828,14.629,0
AUTH005649,ACC100409,2026-06-29 03:54:00,DEV03689,success,1,none,-22.5486,17.1283,0
AUTH005650,ACC100746,2026-07-10 10:58:00,DEV02155,failed,1,none,-22.9993,14.4766,0
AUTH005651,ACC100799,2026-07-17 18:49:00,DEV04448,success,1,none,-17.7839,15.713,0
AUTH005652,ACC100557,2026-07-01 10:06:00,DEV03616,success,0,none,-22.6986,17.0544,0
AUTH005653,ACC100336,2026-06-23 16:52:00,DEV00117,success,1,none,-22.7453,14.5945,0
AUTH005654,ACC100491,2026-06-16 11:32:00,DEV01965,success,1,none,-22.9522,14.4881,0
AUTH005655,ACC100329,2026-07-14 13:49:00,DEV00072,success,1,bad_password,-17.8771,19.7331,0
AUTH005656,ACC100659,2026-07-07 05:08:00,DEV03768,success,1,none,-17.7881,15.6671,0
AUTH005657,ACC100385,2026-07-17 13:17:00,DEV00834,success,1,none,-17.8896,19.7761,0
AUTH005658,ACC100200,2026-06-12 03:27:00,DEV04136,success,1,bad_password,-17.7307,15.6136,0
AUTH005659,ACC100798,2026-06-18 03:35:00,DEV02442,success,1,none,-26.5306,18.1675,0
AUTH005660,ACC100602,2026-07-26 11:08:00,DEV04759,success,1,bad_password,-17.8686,19.8518,0
AUTH005661,ACC100656,2026-07-06 21:51:00,DEV04579,success,1,none,-22.5973,17.0511,0
AUTH005662,ACC100721,2026-06-25 16:27:00,DEV00520,success,1,none,-22.6186,17.0801,0
AUTH005663,ACC100734,2026-06-18 00:26:00,DEV03501,success,1,none,-26.6173,18.0881,0
AUTH005664,ACC100536,2026-07-01 18:11:00,DEV01398,failed,0,none,-17.8573,19.7932,0
AUTH005665,ACC100108,2026-07-10 08:00:00,DEV04383,success,1,none,-22.9997,14.4969,0
AUTH005666,ACC100388,2026-07-18 11:21:00,DEV00042,success,1,none,-17.9713,19.8866,0
AUTH005667,ACC100098,2026-07-12 21:24:00,DEV00834,success,1,none,-22.646,14.4846,0
AUTH005668,ACC100214,2026-07-23 16:03:00,DEV02390,success,1,none,-22.6265,14.4739,0
AUTH005669,ACC100589,2026-07-05 15:45:00,DEV00624,success,0,none,-26.531,18.0728,0
AUTH005670,ACC100515,2026-06-29 05:23:00,DEV04740,success,1,none,-17.7543,15.7717,0
AUTH005671,ACC100274,2026-07-29 15:46:00,DEV00622,success,1,none,-22.9955,14.479,0
AUTH005672,ACC100564,2026-07-15 18:27:00,DEV01293,success,1,none,-22.5986,14.5329,0
AUTH005673,ACC100414,2026-07-29 02:52:00,DEV02860,success,1,none,-17.9439,19.8204,0
AUTH005674,ACC100768,2026-07-01 21:44:00,DEV00522,success,1,none,-17.9421,19.7404,0
AUTH005675,ACC100611,2026-07-10 20:43:00,DEV00121,success,0,none,-22.6468,14.5171,0
AUTH005676,ACC100356,2026-06-11 19:05:00,DEV00515,success,1,none,-17.7917,15.6059,0
AUTH005677,ACC100272,2026-06-04 18:02:00,DEV03902,success,1,none,-17.8179,15.7242,0
AUTH005678,ACC100213,2026-06-04 18:52:00,DEV00066,success,1,bad_password,-22.6576,17.0252,0
AUTH005679,ACC100203,2026-07-17 10:21:00,DEV01831,success,1,none,-22.6373,14.6018,0
AUTH005680,ACC100329,2026-06-01 12:36:00,DEV00072,success,1,none,-17.939,19.7151,0
AUTH005681,ACC100629,2026-06-11 19:40:00,DEV02518,success,1,none,-22.5977,17.0743,0
AUTH005682,ACC100532,2026-07-23 04:56:00,DEV04437,success,1,none,-26.6052,18.2265,0
AUTH005683,ACC100014,2026-07-07 19:26:00,DEV04207,success,1,none,-26.5782,18.0982,0
AUTH005684,ACC100762,2026-07-28 06:44:00,DEV04836,success,1,bad_password,-22.5537,17.124,0
AUTH005685,ACC100229,2026-07-25 06:48:00,DEV03251,success,1,none,-17.821,19.7257,0
AUTH005686,ACC100158,2026-06-03 11:44:00,DEV01528,success,1,none,-22.5678,16.9947,0
AUTH005687,ACC100730,2026-07-27 07:52:00,DEV00802,success,0,bad_password,-22.9371,14.5957,0
AUTH005688,ACC100186,2026-06-11 09:42:00,DEV00288,success,1,none,-22.5496,17.0449,0
AUTH005689,ACC100684,2026-06-19 05:58:00,DEV01337,success,1,none,-22.5852,17.1068,0
AUTH005690,ACC100256,2026-06-18 04:31:00,DEV02242,success,1,bad_password,-22.6984,14.6156,0
AUTH005691,ACC100391,2026-07-04 07:47:00,DEV04358,success,1,bad_password,-17.8784,19.7873,0
AUTH005692,ACC100619,2026-07-30 02:47:00,DEV03862,success,1,none,-22.9077,14.6191,0
AUTH005693,ACC100634,2026-07-09 09:13:00,DEV02218,success,1,bad_password,-17.8113,15.6575,0
AUTH005694,ACC100287,2026-06-15 09:12:00,DEV00760,success,1,none,-26.5634,18.2436,0
AUTH005695,ACC100180,2026-07-01 00:52:00,DEV04675,success,0,none,-23.0406,14.5395,0
AUTH005696,ACC100360,2026-07-15 16:29:00,DEV00049,failed,0,device_mismatch,-17.4099,19.0388,1
AUTH005697,ACC100669,2026-07-19 11:32:00,DEV04260,success,1,none,-17.7848,15.7683,0
AUTH005698,ACC100141,2026-07-16 00:09:00,DEV02411,success,1,bad_password,-26.6605,18.1078,0
AUTH005699,ACC100795,2026-06-08 04:41:00,DEV00930,success,1,none,-17.8984,19.8201,0
AUTH005700,ACC100024,2026-06-13 16:27:00,DEV02288,success,1,bad_password,-17.8028,15.6445,0
AUTH005701,ACC100689,2026-06-19 00:16:00,DEV02976,success,1,none,-22.7073,14.5768,0
AUTH005702,ACC100601,2026-07-08 13:49:00,DEV01191,success,1,bad_password,-17.9033,19.7481,0
AUTH005703,ACC100452,2026-07-10 11:16:00,DEV00177,success,1,bad_password,-17.8189,15.6746,0
AUTH005704,ACC100212,2026-07-18 04:23:00,DEV01295,success,1,none,-26.5819,18.0985,0
AUTH005705,ACC100780,2026-06-21 22:08:00,DEV03740,success,0,none,-17.8483,15.5241,0
AUTH005706,ACC100490,2026-06-26 01:05:00,DEV01682,success,1,bad_password,-17.9393,19.7271,0
AUTH005707,ACC100084,2026-07-01 05:39:00,DEV00978,success,1,none,-22.9644,14.5161,0
AUTH005708,ACC100100,2026-07-01 07:31:00,DEV01074,success,0,none,-22.942,14.5109,0
AUTH005709,ACC100126,2026-07-18 10:29:00,DEV04981,success,1,none,-26.68,18.0894,0
AUTH005710,ACC100216,2026-07-23 05:07:00,DEV03627,success,1,none,-17.8575,15.7513,0
AUTH005711,ACC100540,2026-07-04 01:02:00,DEV01618,success,0,none,-22.5856,17.0973,0
AUTH005712,ACC100790,2026-07-18 22:57:00,DEV01086,success,1,none,-22.6355,17.2051,0
AUTH005713,ACC100545,2026-07-08 01:25:00,DEV02547,success,0,bad_password,-17.8854,15.6963,0
AUTH005714,ACC100452,2026-07-03 10:23:00,DEV00177,success,1,none,-17.7831,15.7338,0
AUTH005715,ACC100644,2026-07-04 15:52:00,DEV04474,success,1,none,-22.6746,14.5198,0
AUTH005716,ACC100287,2026-06-06 11:06:00,DEV00760,success,1,none,-26.5548,18.1089,0
AUTH005717,ACC100067,2026-07-21 11:41:00,DEV04991,success,1,bad_password,-17.872,19.7824,0
AUTH005718,ACC100152,2026-07-05 01:59:00,DEV00283,success,1,bad_password,-22.7704,14.5178,0
AUTH005719,ACC100205,2026-06-20 17:12:00,DEV04044,success,1,bad_password,-22.6091,17.1375,0
AUTH005720,ACC100761,2026-07-07 14:00:00,DEV03733,success,1,none,-26.5309,18.1752,0
AUTH005721,ACC100434,2026-07-22 10:48:00,DEV01464,success,1,bad_password,-22.9062,14.458,0
AUTH005722,ACC100436,2026-07-16 23:42:00,DEV03527,success,1,none,-22.6893,14.5766,0
AUTH005723,ACC100583,2026-07-22 18:17:00,DEV00758,success,1,none,-23.0538,14.4261,0
AUTH005724,ACC100775,2026-07-11 10:24:00,DEV01041,success,1,none,-22.5642,17.0815,0
AUTH005725,ACC100083,2026-06-03 07:03:00,DEV03461,success,1,none,-22.9086,14.5183,0
AUTH005726,ACC100389,2026-07-14 19:33:00,DEV02994,success,1,none,-22.9091,14.5589,0
AUTH005727,ACC100676,2026-06-09 08:30:00,DEV01509,success,1,none,-22.9125,14.5597,0
AUTH005728,ACC100753,2026-06-25 04:21:00,DEV01482,success,1,none,-17.7526,15.6171,0
AUTH005729,ACC100633,2026-07-23 21:46:00,DEV03956,success,1,none,-22.9674,14.4586,0
AUTH005730,ACC100293,2026-07-09 10:05:00,DEV02829,success,1,none,-17.8965,15.6942,0
AUTH005731,ACC100320,2026-06-21 09:46:00,DEV03931,success,1,none,-17.8919,19.736,0
AUTH005732,ACC100154,2026-06-12 19:28:00,DEV02261,success,1,none,-26.5566,18.2215,0
AUTH005733,ACC100614,2026-06-19 13:17:00,DEV00499,success,0,none,-26.543,18.2249,0
AUTH005734,ACC100349,2026-07-15 06:16:00,DEV01435,success,1,bad_password,-22.9214,14.5407,0
AUTH005735,ACC100703,2026-06-14 04:16:00,DEV01418,success,0,bad_password,-17.7601,15.7287,0
AUTH005736,ACC100433,2026-07-28 02:31:00,DEV02852,success,1,none,-17.7786,15.7101,0
AUTH005737,ACC100469,2026-06-14 19:54:00,DEV00146,success,1,none,-22.7717,14.5324,0
AUTH005738,ACC100506,2026-06-16 07:21:00,DEV03449,success,1,none,-26.5145,18.2113,0
AUTH005739,ACC100288,2026-06-12 12:49:00,DEV00550,success,1,none,-22.8977,14.5464,0
AUTH005740,ACC100424,2026-07-28 14:00:00,DEV02501,success,1,bad_password,-22.9886,14.4914,0
AUTH005741,ACC100067,2026-07-30 16:16:00,DEV04991,success,1,none,-17.95,19.7486,0
AUTH005742,ACC100655,2026-07-10 10:12:00,DEV00206,failed,1,none,-17.7061,15.6954,0
AUTH005743,ACC100552,2026-07-04 03:50:00,DEV03319,success,0,bad_password,-22.5287,17.0158,0
AUTH005744,ACC100730,2026-06-05 02:18:00,DEV00802,success,1,none,-23.0184,14.5436,0
AUTH005745,ACC100656,2026-06-28 13:09:00,DEV04579,success,1,bad_password,-22.6062,17.121,0
AUTH005746,ACC100424,2026-07-12 03:20:00,DEV02501,success,1,none,-22.9318,14.5651,0
AUTH005747,ACC100563,2026-06-06 02:56:00,DEV01938,success,1,bad_otp,-29.2223,21.1893,1
AUTH005748,ACC100556,2026-07-10 02:07:00,DEV03123,success,1,none,-26.5917,18.1016,0
AUTH005749,ACC100048,2026-06-25 17:19:00,DEV04000,success,1,none,-17.7372,15.7457,0
AUTH005750,ACC100007,2026-06-06 19:07:00,DEV02356,success,1,none,-22.5874,14.4877,0
AUTH005751,ACC100661,2026-06-27 00:41:00,DEV01225,success,1,none,-17.7984,19.7655,0
AUTH005752,ACC100690,2026-07-07 11:28:00,DEV03625,success,1,none,-17.8601,15.6878,0
AUTH005753,ACC100014,2026-06-09 09:15:00,DEV04207,success,1,none,-26.5479,18.2503,0
AUTH005754,ACC100358,2026-07-11 10:37:00,DEV04497,success,1,none,-17.9521,19.7489,0
AUTH005755,ACC100139,2026-07-24 10:41:00,DEV04694,success,0,none,-17.7543,15.7292,0
AUTH005756,ACC100315,2026-06-29 07:38:00,DEV03017,success,0,none,-22.5707,17.1303,0
AUTH005757,ACC100222,2026-07-28 15:01:00,DEV04830,success,1,none,-22.612,14.4814,0
AUTH005758,ACC100575,2026-06-02 20:10:00,DEV02181,success,1,bad_password,-17.7715,15.6999,0
AUTH005759,ACC100675,2026-06-17 03:09:00,DEV00730,success,0,none,-22.7255,14.5267,0
AUTH005760,ACC100690,2026-06-03 13:04:00,DEV03625,success,0,none,-17.8259,15.6826,0
AUTH005761,ACC100639,2026-07-21 11:41:00,DEV00264,success,0,none,-22.893,14.5813,0
AUTH005762,ACC100449,2026-06-02 18:25:00,DEV00335,success,1,bad_password,-22.8862,14.4161,0
AUTH005763,ACC100475,2026-07-10 12:50:00,DEV03559,success,1,none,-22.5925,14.5106,0
AUTH005764,ACC100183,2026-06-13 02:00:00,DEV00937,success,0,none,-22.5342,17.0007,0
AUTH005765,ACC100387,2026-06-24 06:59:00,DEV01465,success,1,none,-22.954,14.5322,0
AUTH005766,ACC100507,2026-06-22 18:40:00,DEV03221,success,0,bad_password,-17.8245,15.6406,0
AUTH005767,ACC100791,2026-06-01 14:59:00,DEV01276,success,1,bad_password,-22.5979,17.0831,0
AUTH005768,ACC100284,2026-06-06 16:07:00,DEV01538,success,1,none,-22.6111,14.4346,0
AUTH005769,ACC100087,2026-06-13 07:44:00,DEV02473,success,1,none,-22.5923,17.1489,0
AUTH005770,ACC100638,2026-06-01 14:19:00,DEV02986,success,1,none,-22.5578,17.0014,0
AUTH005771,ACC100266,2026-06-24 06:08:00,DEV02370,success,1,bad_password,-22.5819,17.0673,0
AUTH005772,ACC100249,2026-06-07 19:46:00,DEV03055,success,1,none,-22.4997,17.1622,0
AUTH005773,ACC100564,2026-07-28 20:43:00,DEV01293,success,0,none,-22.6059,14.4631,0
AUTH005774,ACC100115,2026-06-24 22:20:00,DEV04647,success,0,bad_password,-22.5974,14.561,0
AUTH005775,ACC100378,2026-07-10 02:41:00,DEV03716,success,1,none,-17.9545,19.8367,0
AUTH005776,ACC100687,2026-06-16 10:51:00,DEV00492,success,0,none,-22.5295,17.0848,0
AUTH005777,ACC100452,2026-06-19 09:24:00,DEV00177,success,1,bad_password,-17.8512,15.653,0
AUTH005778,ACC100683,2026-06-14 08:58:00,DEV01618,success,1,none,-26.5958,18.2217,0
AUTH005779,ACC100385,2026-07-29 08:49:00,DEV00834,success,1,bad_password,-17.9511,19.7775,0
AUTH005780,ACC100735,2026-06-01 03:30:00,DEV02901,success,1,bad_password,-17.9201,19.7642,0
AUTH005781,ACC100076,2026-06-01 11:45:00,DEV04201,success,1,none,-17.9014,19.7801,0
AUTH005782,ACC100287,2026-06-11 15:06:00,DEV00760,success,0,none,-26.6103,18.1412,0
AUTH005783,ACC100571,2026-07-27 13:54:00,DEV02200,success,1,none,-22.9829,14.4074,0
AUTH005784,ACC100398,2026-06-23 19:48:00,DEV04052,success,1,bad_password,-22.6454,14.492,0
AUTH005785,ACC100042,2026-07-28 21:38:00,DEV04048,success,1,none,-22.4346,17.0943,0
AUTH005786,ACC100213,2026-06-28 23:46:00,DEV00066,success,0,bad_password,-22.6297,17.0762,0
AUTH005787,ACC100132,2026-06-25 22:11:00,DEV00714,success,1,bad_password,-22.8535,14.5305,0
AUTH005788,ACC100762,2026-06-26 03:37:00,DEV04836,success,1,bad_password,-22.5867,17.0044,0
AUTH005789,ACC100206,2026-07-09 15:01:00,DEV00641,success,1,none,-23.0154,14.5597,0
AUTH005790,ACC100768,2026-06-09 04:32:00,DEV00522,success,1,bad_password,-17.9881,19.7271,0
AUTH005791,ACC100799,2026-07-18 05:22:00,DEV04448,failed,1,none,-17.7921,15.7121,0
AUTH005792,ACC100099,2026-07-05 18:43:00,DEV04619,success,0,none,-17.6784,15.6846,0
AUTH005793,ACC100645,2026-06-23 10:16:00,DEV03985,success,0,none,-26.5097,18.189,0
AUTH005794,ACC100234,2026-07-30 21:32:00,DEV02069,success,0,none,-26.6676,18.122,0
AUTH005795,ACC100316,2026-06-13 19:16:00,DEV04186,success,1,none,-22.9087,14.4531,0
AUTH005796,ACC100126,2026-06-03 13:28:00,DEV04981,success,1,none,-26.5187,18.0796,0
AUTH005797,ACC100542,2026-07-15 10:50:00,DEV00527,success,1,none,-26.6006,18.0528,0
AUTH005798,ACC100634,2026-07-16 02:04:00,DEV02218,success,0,none,-17.8609,15.6653,0
AUTH005799,ACC100714,2026-07-11 23:11:00,DEV03168,success,1,none,-22.913,14.5616,0
AUTH005800,ACC100015,2026-06-08 16:42:00,DEV04470,success,1,bad_password,-22.8659,14.5508,0
AUTH005801,ACC100518,2026-06-20 14:45:00,DEV03750,success,1,none,-22.9073,14.5828,0
AUTH005802,ACC100492,2026-06-21 08:27:00,DEV00360,success,0,none,-26.5292,18.1738,0
AUTH005803,ACC100750,2026-07-15 18:29:00,DEV01871,success,0,bad_password,-23.0167,14.4886,0
AUTH005804,ACC100739,2026-06-29 12:19:00,DEV02495,success,1,none,-26.6529,18.1974,0
AUTH005805,ACC100600,2026-06-28 14:20:00,DEV03360,success,1,bad_password,-22.5516,16.9759,0
AUTH005806,ACC100560,2026-06-24 09:14:00,DEV04203,success,1,none,-22.9325,14.5121,0
AUTH005807,ACC100415,2026-07-02 21:04:00,DEV00692,success,1,bad_password,-22.7341,14.5146,0
AUTH005808,ACC100597,2026-06-26 19:07:00,DEV03194,success,0,none,-17.7653,15.7195,0
AUTH005809,ACC100367,2026-06-08 06:59:00,DEV02966,success,1,none,-26.6247,18.0568,0
AUTH005810,ACC100254,2026-06-01 06:19:00,DEV01794,success,1,bad_password,-17.8635,15.6075,0
AUTH005811,ACC100752,2026-07-06 06:37:00,DEV00862,success,1,none,-26.5451,18.1697,0
AUTH005812,ACC100747,2026-07-18 04:18:00,DEV03996,success,1,bad_password,-26.4958,18.1638,0
AUTH005813,ACC100105,2026-06-10 04:41:00,DEV02509,success,1,bad_password,-22.6263,17.0797,0
AUTH005814,ACC100261,2026-07-17 09:18:00,DEV01283,success,1,none,-22.7248,14.5485,0
AUTH005815,ACC100289,2026-07-11 16:41:00,DEV01661,success,0,bad_password,-22.9224,14.4932,0
AUTH005816,ACC100189,2026-07-06 09:50:00,DEV03620,success,1,none,-22.6213,14.4951,0
AUTH005817,ACC100212,2026-07-29 18:54:00,DEV01295,success,0,none,-26.6272,18.1755,0
AUTH005818,ACC100686,2026-06-13 06:21:00,DEV01370,success,1,bad_password,-18.0032,19.7855,0
AUTH005819,ACC100102,2026-07-21 20:07:00,DEV02432,success,1,bad_password,-17.8191,15.6551,0
AUTH005820,ACC100418,2026-07-19 06:27:00,DEV02137,success,1,none,-26.6851,18.0673,0
AUTH005821,ACC100618,2026-06-05 01:30:00,DEV01737,success,1,none,-22.9645,14.4706,0
